is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,aioliops tetrophthalmus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product d9e871cd-8f32-473c-b111-3044b6c5d87a,string,2099-12-31T23:59:59-01:00,"This aioliops tetrophthalmus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3927297a-9ec8-4dca-b88d-8a5e445889a2,2017-11-24T13:30:09.882778,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,3927297a-9ec8-4dca-b88d-8a5e445889a2,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3927297a-9ec8-4dca-b88d-8a5e445889a2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion bicinctus,1901-01-01T00:0000-01:00,Result Product cd5bd719-cab5-4598-9a7d-0a48be0aed80,string,2099-12-31T23:59:59-01:00,"This Amphiprion bicinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphiprion-bicinctus,2017-11-24T17:16:54.206261,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,amphiprion-bicinctus,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-bicinctus,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses caeruleopunctatus,1901-01-01T00:0000-01:00,Result Product d88e32f6-c624-4fa9-9053-b473a62ec9ec,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anampses caeruleopunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier d88e32f6-c624-4fa9-9053-b473a62ec9ec,2017-11-25T05:28:08.117212,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,d88e32f6-c624-4fa9-9053-b473a62ec9ec,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d88e32f6-c624-4fa9-9053-b473a62ec9ec,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abalistes Stellatus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e9355e16-a39a-4756-922a-475e33c06b00,string,2099-12-31T23:59:59-01:00,"This Abalistes Stellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f16399e5-3198-483b-9b80-470d8f699971,2017-11-24T13:08:02.985065,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,f16399e5-3198-483b-9b80-470d8f699971,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f16399e5-3198-483b-9b80-470d8f699971,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius sphynx,1901-01-01T00:0000-01:00,Result Product cd7e87cb-eea7-43d0-951c-7ffa33a4e2f4,string,2099-12-31T23:59:59-01:00,"This Amblygobius sphynx Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblygobius-sphynx,2017-11-29T00:39:47.722158,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,amblygobius-sphynx,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-sphynx,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agonopsis chiloensis,1901-01-01T00:0000-01:00,Result Product ea73f9ab-7af0-4f58-b124-1ee471c5b114,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Agonopsis chiloensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier ea73f9ab-7af0-4f58-b124-1ee471c5b114,2017-12-25T04:52:48.096032,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,ea73f9ab-7af0-4f58-b124-1ee471c5b114,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ea73f9ab-7af0-4f58-b124-1ee471c5b114,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta Kumperae Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 48e96b48-1848-428d-9e84-1ba9938e3275,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Ancylopsetta Kumperae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ancylopsetta-kumperae-aquamaps-native-raster,2017-11-25T17:56:33.221854,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,ancylopsetta-kumperae-aquamaps-native-raster,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ancylopsetta-kumperae-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,aegina citrea Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product e7f9df09-d50a-49f8-a8cb-a3bd12345b54,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This aegina citrea Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aegina-citrea-aquamaps-native-2050-raster,2017-12-24T02:54:14.222809,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,aegina-citrea-aquamaps-native-2050-raster,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aegina-citrea-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthaphritis grandisquamis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 5eebbf7a-77b5-4303-8a68-9f446ce3bac4,string,2099-12-31T23:59:59-01:00,"This acanthaphritis grandisquamis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthaphritis-grandisquamis-aquamaps-native-2050-raster,2017-11-26T11:04:21.638057,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,acanthaphritis-grandisquamis-aquamaps-native-2050-raster,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthaphritis-grandisquamis-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,alectis alexandrinus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product b2671712-4898-4f5d-bafb-8424a7ca749c,string,2099-12-31T23:59:59-01:00,"This alectis alexandrinus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alectis-alexandrinus-aquamaps-native-2050-raster,2017-11-29T15:58:16.362835,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,alectis-alexandrinus-aquamaps-native-2050-raster,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/alectis-alexandrinus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abyssobrotula galatheae,1901-01-01T00:0000-01:00,Result Product 9cf8eba0-6d67-42b4-b5e6-3ce03458ccbd,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Abyssobrotula galatheae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abyssobrotula-galatheae1,2017-11-29T09:14:19.298013,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,abyssobrotula-galatheae1,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abyssobrotula-galatheae1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphissa Acutecostata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product fbf68930-5d46-4961-9aac-dad6da32b7a9,string,2099-12-31T23:59:59-01:00,"This Amphissa Acutecostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier fe85e627-8e4a-4746-b533-c2cc8c6f3343,2017-11-26T11:04:36.176604,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,fe85e627-8e4a-4746-b533-c2cc8c6f3343,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fe85e627-8e4a-4746-b533-c2cc8c6f3343,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acentrogobius suluensis,1901-01-01T00:0000-01:00,Result Product de1c4856-a1bc-40a7-b53e-bc5751160e5f,string,2099-12-31T23:59:59-01:00,"This Acentrogobius suluensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier de1c4856-a1bc-40a7-b53e-bc5751160e5f,2017-11-24T17:30:05.671772,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,de1c4856-a1bc-40a7-b53e-bc5751160e5f,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/de1c4856-a1bc-40a7-b53e-bc5751160e5f,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
