is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-24T18:48:15.930716,Person,Classification,2099-12-31T23:59:59-01:00,Amblygaster leiogaster,1901-01-01T00:0000-01:00,Result Product 395cf4ef-ad4f-42b1-8ac5-56052cca7e9a,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amblygaster leiogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 22b45d24-9339-4f37-8fa7-b69f00408ff0,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,22b45d24-9339-4f37-8fa7-b69f00408ff0,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/22b45d24-9339-4f37-8fa7-b69f00408ff0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T19:45:07.446530,Person,Classification,2099-12-31T23:59:59-01:00,abudefduf notatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product c794458d-4c35-411f-96c4-c1b2c5a5ac6c,string,2099-12-31T23:59:59-01:00,"This abudefduf notatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier c794458d-4c35-411f-96c4-c1b2c5a5ac6c,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,c794458d-4c35-411f-96c4-c1b2c5a5ac6c,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c794458d-4c35-411f-96c4-c1b2c5a5ac6c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T02:09:29.630701,Publication,Classification,2099-12-31T23:59:59-01:00,Alertichthys blacki,1901-01-01T00:0000-01:00,Result Product 9d2197e8-291c-4de9-84d8-836456eba06b,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alertichthys blacki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alertichthys-blacki4,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,alertichthys-blacki4,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alertichthys-blacki4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T21:38:04.351974,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucopareius,1901-01-01T00:0000-01:00,Result Product 3d3a0367-a1c3-4fe9-8dd8-2f93814ccbbf,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthurus leucopareius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-leucopareius2,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acanthurus-leucopareius2,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-leucopareius2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T23:56:36.907277,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acropora parilis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 3c87be44-facf-4e2a-8290-37013fb8c404,string,2099-12-31T23:59:59-01:00,"This acropora parilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 3c87be44-facf-4e2a-8290-37013fb8c404,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,3c87be44-facf-4e2a-8290-37013fb8c404,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3c87be44-facf-4e2a-8290-37013fb8c404,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T19:57:16.487706,Publication,Classification,2099-12-31T23:59:59-01:00,Alepocephalus productus,1901-01-01T00:0000-01:00,Result Product e2410920-1274-4522-99d8-ec2b184a145c,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alepocephalus productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier bda45e74-a97c-4bce-a8e2-298ee3cfe7e0,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,bda45e74-a97c-4bce-a8e2-298ee3cfe7e0,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bda45e74-a97c-4bce-a8e2-298ee3cfe7e0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T02:37:41.934398,Person,Classification,2099-12-31T23:59:59-01:00,anchovia clupeoides Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 826cde83-66b5-483b-8364-1a22d16e6ed7,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This anchovia clupeoides Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f9ae9140-5a5d-4d5b-b734-d361916a0fe9,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,f9ae9140-5a5d-4d5b-b734-d361916a0fe9,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f9ae9140-5a5d-4d5b-b734-d361916a0fe9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-16T05:59:22.816044,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphiprion sandaracinos,1901-01-01T00:0000-01:00,Result Product 63500c9e-9633-4cb6-80ca-b8dcfbe8b891,string,2099-12-31T23:59:59-01:00,"This Amphiprion sandaracinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 293b3ed0-d43c-4365-9ccb-30080a5ce09d,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,293b3ed0-d43c-4365-9ccb-30080a5ce09d,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/293b3ed0-d43c-4365-9ccb-30080a5ce09d,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T15:52:25.564603,Publication,Classification,2099-12-31T23:59:59-01:00,Ammotretis rostratus,1901-01-01T00:0000-01:00,Result Product 7c087e91-8e54-4355-ad78-0308208d2ada,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Ammotretis rostratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 99067b64-a69f-4ed5-90f5-79e7fc1137af,SimpleLinkEntity,Classification,FullLinkEntity,Product,Classification,Classification,2099-12-31T23:59:59-01:00,99067b64-a69f-4ed5-90f5-79e7fc1137af,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/99067b64-a69f-4ed5-90f5-79e7fc1137af,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-03T13:23:21.411568,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygobius sphynx,1901-01-01T00:0000-01:00,Result Product 47f67032-7110-4611-9f69-b2a8ae4911a5,string,2099-12-31T23:59:59-01:00,"This Amblygobius sphynx Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 47f67032-7110-4611-9f69-b2a8ae4911a5,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,47f67032-7110-4611-9f69-b2a8ae4911a5,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/47f67032-7110-4611-9f69-b2a8ae4911a5,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T06:19:58.424963,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Actinopyga Miliaris Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product f36c1177-7ed3-4c50-9315-9bf1bdb6c833,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Actinopyga Miliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name actinopyga-miliaris-aquamaps-native-raster,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,actinopyga-miliaris-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/actinopyga-miliaris-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T04:00:42.509500,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Spongiarum Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 0cb633a0-6a88-403f-b843-039674f5be45,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alpheus Spongiarum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 0cb633a0-6a88-403f-b843-039674f5be45,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,0cb633a0-6a88-403f-b843-039674f5be45,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0cb633a0-6a88-403f-b843-039674f5be45,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-16T05:25:23.432172,Person,Classification,2099-12-31T23:59:59-01:00,amblyraja radiata Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 7db19b17-cc22-4abf-9447-dc6167ecc1ac,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This amblyraja radiata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyraja-radiata-aquamaps-native-2050-raster,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,amblyraja-radiata-aquamaps-native-2050-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-radiata-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
