is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus xanthopterus,1901-01-01T00:0000-01:00,Result Product bfb59bfb-1d61-4298-b5d0-67b1845d07b8,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthurus xanthopterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f654a5e0-cd32-4e5e-b671-ef5c1a84d445,2017-11-30T08:50:01.921857,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,f654a5e0-cd32-4e5e-b671-ef5c1a84d445,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f654a5e0-cd32-4e5e-b671-ef5c1a84d445,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus Auranticavus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ab25778a-25dd-4666-8f69-a062ae7f97ce,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthurus Auranticavus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7aecd3b3-a449-419a-99b8-364455dc2e0e,2017-11-30T09:31:16.888876,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,7aecd3b3-a449-419a-99b8-364455dc2e0e,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7aecd3b3-a449-419a-99b8-364455dc2e0e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achirus declivis,1901-01-01T00:0000-01:00,Result Product 281d5e4c-a687-4ae1-926b-03f9a654f450,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Achirus declivis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 281d5e4c-a687-4ae1-926b-03f9a654f450,2017-12-24T07:56:45.642009,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,281d5e4c-a687-4ae1-926b-03f9a654f450,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/281d5e4c-a687-4ae1-926b-03f9a654f450,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta kumperae,1901-01-01T00:0000-01:00,Result Product e6020041-2fa3-4851-88d2-cc37a036416f,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ancylopsetta kumperae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier e6020041-2fa3-4851-88d2-cc37a036416f,2017-11-25T18:49:45.911427,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,e6020041-2fa3-4851-88d2-cc37a036416f,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e6020041-2fa3-4851-88d2-cc37a036416f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora humilis,1901-01-01T00:0000-01:00,Result Product 7eb7d432-f0bb-4e83-bb19-1f384c65e91c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acropora humilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acropora-humilis2,2017-11-24T16:24:01.901637,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,acropora-humilis2,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-humilis2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthochitona fascicularis,1901-01-01T00:0000-01:00,Result Product d87394b1-ffdb-4c1d-bb6e-d8bceddbcd15,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthochitona fascicularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier d87394b1-ffdb-4c1d-bb6e-d8bceddbcd15,2017-11-26T06:47:55.820886,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,d87394b1-ffdb-4c1d-bb6e-d8bceddbcd15,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d87394b1-ffdb-4c1d-bb6e-d8bceddbcd15,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus maculatus,1901-01-01T00:0000-01:00,Result Product 34a14781-1064-49a5-b98b-762b70179e41,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aetomylaeus maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e9aae05e-3856-49f0-8604-4a21c910bb5f,2017-11-26T06:00:42.809062,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,e9aae05e-3856-49f0-8604-4a21c910bb5f,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e9aae05e-3856-49f0-8604-4a21c910bb5f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus butcheri,1901-01-01T00:0000-01:00,Result Product f28e284a-74a4-4b17-b48b-95e66519b978,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthopagrus butcheri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 2d3d5bf3-bf68-4fdc-bbd5-ba4ea559c500,2017-12-24T12:04:19.208945,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,2d3d5bf3-bf68-4fdc-bbd5-ba4ea559c500,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2d3d5bf3-bf68-4fdc-bbd5-ba4ea559c500,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ampelisca brevicornis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product c0171ce0-f31a-447f-8eaa-8685948fd62d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This ampelisca brevicornis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ampelisca-brevicornis-aquamaps-native-2050-raster,2017-12-23T12:38:45.131102,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ampelisca-brevicornis-aquamaps-native-2050-raster,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/ampelisca-brevicornis-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus Berda Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 69aec983-8b8f-4e57-95b4-7fa92d6feb2a,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthopagrus Berda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier b51ccf30-11da-4f50-953a-e0afa639861e,2017-11-25T09:37:28.790888,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,b51ccf30-11da-4f50-953a-e0afa639861e,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b51ccf30-11da-4f50-953a-e0afa639861e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ammodytes personatus,1901-01-01T00:0000-01:00,Result Product f1e17f74-a56a-468a-aa2a-375ccf0b6c5d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ammodytes personatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ammodytes-personatus3,2017-11-24T20:24:12.913702,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,ammodytes-personatus3,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ammodytes-personatus3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aegina citrea,1901-01-01T00:0000-01:00,Result Product ab74333f-cc8a-4336-a129-8bc9a2bc3d66,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aegina citrea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier b489b12a-d661-4ad7-a5eb-e0579d8ac224,2017-11-29T01:38:35.537638,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,b489b12a-d661-4ad7-a5eb-e0579d8ac224,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b489b12a-d661-4ad7-a5eb-e0579d8ac224,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acetes americanus,1901-01-01T00:0000-01:00,Result Product ae7a0e64-770c-44b9-976a-40360f46682b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acetes americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5873919a-f1e6-4c3b-b967-57fbf384d3d2,2017-11-30T18:57:05.099819,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,5873919a-f1e6-4c3b-b967-57fbf384d3d2,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5873919a-f1e6-4c3b-b967-57fbf384d3d2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anguilla mossambica Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 5e5e2387-4775-47f7-9dc6-9855667891ad,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anguilla mossambica Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 5e5e2387-4775-47f7-9dc6-9855667891ad,2017-12-17T06:05:24.888468,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,5e5e2387-4775-47f7-9dc6-9855667891ad,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5e5e2387-4775-47f7-9dc6-9855667891ad,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
