is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia lamarcki,1901-01-01T00:0000-01:00,Result Product 3aeddd5c-6f44-4d45-adbd-ab8f68b74970,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Agaricia lamarcki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 1cfaf372-8cbc-4dcb-8486-8e5448c00768,2017-11-25T12:08:43.712543,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,1cfaf372-8cbc-4dcb-8486-8e5448c00768,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1cfaf372-8cbc-4dcb-8486-8e5448c00768,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
2017-12-02T09:23:32.155606,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acanthurus dussumieri Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 289335a6-1bb7-4fed-ada6-31167936a6e3,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This acanthurus dussumieri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 71b116fa-9ad4-4059-9f83-a5175fa2fe3c,2017-11-24T19:30:46.725281,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,71b116fa-9ad4-4059-9f83-a5175fa2fe3c,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/71b116fa-9ad4-4059-9f83-a5175fa2fe3c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alpheus lottini Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product bd13815d-3422-4390-b969-77b768136621,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This alpheus lottini Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-lottini-aquamaps-native-2050-raster,2017-11-25T22:22:05.418181,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,alpheus-lottini-aquamaps-native-2050-raster,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-lottini-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetapcus Maculatus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 089845a7-4555-449e-b1cb-255fd3946716,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Aetapcus Maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetapcus-maculatus-aquamaps-native-raster,2017-11-24T22:30:08.080023,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,aetapcus-maculatus-aquamaps-native-raster,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aetapcus-maculatus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion ephippium,1901-01-01T00:0000-01:00,Result Product 2a092c8f-f9ba-409e-a055-089b3d66e609,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amphiprion ephippium Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 2a092c8f-f9ba-409e-a055-089b3d66e609,2017-11-24T23:33:21.798932,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,2a092c8f-f9ba-409e-a055-089b3d66e609,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2a092c8f-f9ba-409e-a055-089b3d66e609,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepisaurus brevirostris,1901-01-01T00:0000-01:00,Result Product a8f1616a-10a7-485a-b9b6-a868b72ba2ae,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alepisaurus brevirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier dcc60006-72b4-4557-90d8-9943c23817a2,2017-11-24T22:28:23.005333,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,dcc60006-72b4-4557-90d8-9943c23817a2,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dcc60006-72b4-4557-90d8-9943c23817a2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Agonopsis vulsa,1901-01-01T00:0000-01:00,Result Product add08a9a-71b8-44c5-9c26-dba1f9861060,string,2099-12-31T23:59:59-01:00,"This Agonopsis vulsa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier add08a9a-71b8-44c5-9c26-dba1f9861060,2017-11-28T18:31:54.393984,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,add08a9a-71b8-44c5-9c26-dba1f9861060,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/add08a9a-71b8-44c5-9c26-dba1f9861060,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acar Plicata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 324335ba-7984-4d92-adb1-8228e01a52e8,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acar Plicata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 40028951-731f-4c13-87d4-ed3a7ff5aa09,2017-11-25T04:37:43.998675,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,40028951-731f-4c13-87d4-ed3a7ff5aa09,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/40028951-731f-4c13-87d4-ed3a7ff5aa09,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthoplesiops Psilogaster Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 46bdce55-1ac4-4bda-b3b5-85f56ebc197d,string,2099-12-31T23:59:59-01:00,"This Acanthoplesiops Psilogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 46bdce55-1ac4-4bda-b3b5-85f56ebc197d,2017-11-25T12:02:26.788647,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,46bdce55-1ac4-4bda-b3b5-85f56ebc197d,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/46bdce55-1ac4-4bda-b3b5-85f56ebc197d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aipysurus laevis,1901-01-01T00:0000-01:00,Result Product 7cfa8d21-587a-4fc4-bafb-11101a82434c,string,2099-12-31T23:59:59-01:00,"This Aipysurus laevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aipysurus-laevis2,2017-11-24T13:52:55.404491,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,aipysurus-laevis2,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aipysurus-laevis2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus achilles Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 17008033-700d-4a13-8f12-2d554230366b,string,2099-12-31T23:59:59-01:00,"This acanthurus achilles Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 46a736ba-32f7-43b0-a302-b86fc568cbc7,2017-11-25T19:54:37.764464,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,46a736ba-32f7-43b0-a302-b86fc568cbc7,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/46a736ba-32f7-43b0-a302-b86fc568cbc7,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres spilomelanurus,1901-01-01T00:0000-01:00,Result Product 136009f3-b60b-47cc-8ad3-f4c7925e314a,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthaluteres spilomelanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthaluteres-spilomelanurus2,2017-11-30T07:19:08.784890,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,acanthaluteres-spilomelanurus2,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthaluteres-spilomelanurus2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aldrovandia affinis,1901-01-01T00:0000-01:00,Result Product e784033d-3ebb-487b-b6e8-4bc42c4e20c9,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Aldrovandia affinis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier e784033d-3ebb-487b-b6e8-4bc42c4e20c9,2017-12-25T01:33:30.363936,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,e784033d-3ebb-487b-b6e8-4bc42c4e20c9,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e784033d-3ebb-487b-b6e8-4bc42c4e20c9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepisaurus ferox,1901-01-01T00:0000-01:00,Result Product dfbb07ac-63ec-4ff5-8b67-ea89c91daa40,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alepisaurus ferox Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier df59d4c5-d1bb-4078-91e3-a39240e97d28,2017-11-30T03:54:20.818408,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,df59d4c5-d1bb-4078-91e3-a39240e97d28,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/df59d4c5-d1bb-4078-91e3-a39240e97d28,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
