has_identifier_has_id_value,unknown,unknown,has_name,unknown,unknown,has_identifier_has_id_value,unknown,unknown,unknown,unknown,is_destination_of_has_source_is_source_of_has_destination_has_name,has_name,unknown,unknown,unknown
ad1ef9d9-c153-42d7-bb2a-c08208e9c479,172d04b9-eb96-4684-a7e3-0cf40b2b8af4,ec58e871-783a-4e14-ae56-208b6ac77eab,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,5da82955-6df6-4626-994a-11ceb7f0e349,active,WMS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacantholumpenusmackayi20130413082428752cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,271a4cd9-3215-4972-9f98-67c75df0e4d1,WMS,2017-10-13T18:52:36.122256,False
9fdfaf79-f0e5-43ad-901c-3f16b4bbb716,c415fab9-35e8-45df-8790-d087f71698ae,7d8bc752-e4fd-4087-a8c3-8ae37ed3c2c1,Spotted head sargo,0,OGC:WFS-1.0.0-http-get-feature,6b572181-4b02-42a3-9df4-1bc27c87c6ff,active,WMS link to resource,active,"http://geoserver3.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lanisotremusdovii20130413160611619cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Acantholumpenus mackayi,WMS,2017-09-22T06:37:50.884668,False
85e21cd6-5404-48ae-a3ac-cdaa089af62a,c415fab9-35e8-45df-8790-d087f71698ae,295901ce-e370-470e-84b0-bb0ca894a9b3,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,17d3a95a-6e0e-4a24-895f-180cf642f72d,active,WMS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lanomalocardiasquamosa20130414195200609cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Anisotremus dovii,WMS,2017-09-22T04:36:53.316074,False
ba93df63-5bad-4c96-a90f-3121d5ec9db7,172d04b9-eb96-4684-a7e3-0cf40b2b8af4,38e88e54-a238-4def-bfd5-0a6108b36845,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,28e9378e-d331-405c-832e-45a62ebfae5e,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lamblyeleotrisyanoi20130410051716554cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,7614324,WMS,2017-09-23T09:47:29.753184,False
9a4bb5e8-5038-46c1-baa4-f8bfedc1f04a,172d04b9-eb96-4684-a7e3-0cf40b2b8af4,f9d94c32-7784-4b8e-9348-ad9fa43fcf64,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,5fa7155d-2059-4cf9-b31c-ea2c6b5509f3,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacroporahemprichii20121222070340082cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Amblyeleotris yanoi,WMS,2017-09-23T06:19:11.373144,False
afa25d5e-e687-4a01-ab0c-685fb43e7945,bf9c1fc6-610c-4683-9906-ab38eeb55835,03251900-31e2-4df2-b0a6-8275af8cd6de,Probability Distribution,0,OGC:WFS-1.0.0-http-get-feature,2e492344-0611-4102-ba68-309ef23643db,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative/aquamaps_native_anchoa_colonensis.nc,iMarine.eu,7614324,WCS,2017-09-21T18:46:51.789556,False
62361bd7-6b2c-45bd-8aed-ab87cd9e9c7d,c415fab9-35e8-45df-8790-d087f71698ae,3cff0464-d3f1-46b3-9be2-24dff86d3330,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,63e23086-ab17-4840-9aa0-f0b926faf8d2,active,WCS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacapoetatanganicae20130607072338649cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Anchoa Colonensis,WCS,2017-10-13T23:38:26.486723,False
e46a2e32-4261-4002-ad1e-8df3d2b4a878,c415fab9-35e8-45df-8790-d087f71698ae,e54206f9-e49d-4c1c-8177-522780644739,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,e932222e-a4d4-4582-a11e-a21efa883ee7,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=laioliopstetrophthalmus20130410015945198cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,AquaMaps,WMS,2017-09-23T15:12:46.641155,False
d59bdd17-1607-40cc-a6f4-a7c2f3f1bef1,c415fab9-35e8-45df-8790-d087f71698ae,cea18efd-2604-4cfe-9c20-18f94e8b3122,Threadfin bonefish,0,OGC:WFS-1.0.0-http-get-feature,a167f2b8-8691-4cbd-8065-a087c5e8fe92,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacanthurusdussumieri20130413212456450cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,7614324,WMS,2017-09-22T03:32:19.442556,False
46c6a58f-0da6-4f56-88c7-a0fa4cc205c5,172d04b9-eb96-4684-a7e3-0cf40b2b8af4,25caf868-671c-4685-9baf-73e3d4d2e46c,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,ca8a59f8-c244-4dfd-bf7d-90181362b234,active,WMS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lalbulanemoptera20130413145701539cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Acanthurus dussumieri,WMS,2017-09-23T04:21:07.367496,False
223b77fa-31eb-4322-9a0b-89dd8c3fae1e,172d04b9-eb96-4684-a7e3-0cf40b2b8af4,902b655f-4db7-4ec9-9444-ba4dc7441171,iMarine,0,OGC:WFS-1.0.0-http-get-feature,bded00ea-f315-42c6-8e4d-d2bcd5e3819b,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lampeliscaabdita20130412104555557cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Albula nemoptera,WMS,2017-09-22T00:28:37.122992,False
21cda401-37a3-4a57-84bc-944ef8fe003b,c4418477-a9f9-4340-a417-9a16364cc98e,2963a227-d81f-4054-9211-48dc5e7836de,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,2c36873d-0330-4e7d-a118-87df24ff54c6,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacentrogobiusbontii20121220203446332cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,7614324,WMS,2017-09-22T19:16:33.033947,False
38f0b590-65eb-4c00-a10d-f1b773a45bc1,c4418477-a9f9-4340-a417-9a16364cc98e,aa700695-05d9-40c8-a357-f6011202e803,Whitecheek surgeonfish,0,OGC:WFS-1.0.0-http-get-feature,067aecb8-d371-4040-a294-c332ada2b307,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lanarchiasleucurus20121210072609850cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Acentrogobius bontii,WMS,2017-09-22T12:58:05.692760,False
a2a94abb-6737-476d-8f21-ea4c023e95e7,c4418477-a9f9-4340-a417-9a16364cc98e,3a129d5f-2341-4fb0-b535-21ac4b72cfe7,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,4289e6c8-d32a-4df6-8803-11505b003b0d,active,WMS link to resource,active,"http://geoserver3.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacanthurusnigricans20130413130543223cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Anarchias leucurus,WMS,2017-09-22T06:12:45.944106,False
8f013d5a-b1cb-45ce-93e0-be7aaa0cde96,c4418477-a9f9-4340-a417-9a16364cc98e,36d27c60-ebde-4cef-957a-2f659711a382,Probability Distribution,0,OGC:WFS-1.0.0-http-get-feature,7ec9d687-d9aa-45e8-a047-9f0a023616e2,active,WMS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=labudefduftroschelii20130412043104489cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Acanthurus nigricans,WMS,2017-09-22T15:39:09.909659,False
cf38579e-f137-43d6-aaf2-2d802bc18a70,c4418477-a9f9-4340-a417-9a16364cc98e,19cc4cc2-6328-4ced-a281-3ca3af87e9be,NetCDF,0,OGC:WFS-1.0.0-http-get-feature,43f1dbbf-499e-4190-a868-a1cb71512264,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative2050/aquamaps_native2050_angaria_delphinus.nc,iMarine.eu,Abudefduf troschelii,WCS,2017-09-23T14:26:05.372808,False
8667ef6a-0a36-4624-89bb-d42785ae1e94,c4418477-a9f9-4340-a417-9a16364cc98e,1f2a9a6d-a443-4747-bfaf-49871589322c,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,fb2f407a-67b7-4020-a787-bbf7e6e2c607,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative/aquamaps_native_abudefduf_sordidus.nc,iMarine.eu,0385d2a1-3c43-4bd8-919f-0e26517cf191,WCS,2017-12-01T15:47:09.773838,False
c92800c4-6363-4865-801b-68dfb5aabdf5,dcc69ed3-b256-4d50-8fed-ad594de13030,7df0c137-86d5-4823-b2c4-870841e73a93,Probability Distribution,0,OGC:WFS-1.0.0-http-get-feature,973fe76a-50fd-43c8-8fca-814f52af08f6,active,WMS link to resource,active,"http://geoserver3.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=labraliopsisfelis20130220173003992cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,6b4b961d-bd75-450e-b327-df40813d32a4,WMS,2017-10-13T15:06:48.217538,False
9dd2b83b-af60-4821-b76e-23a1665909f2,c4418477-a9f9-4340-a417-9a16364cc98e,bc537a65-c342-47bc-b64e-b6bec0442305,Probability Distribution,0,OGC:WFS-1.0.0-http-get-feature,5dd1c3ff-5f64-4d1e-a10c-a1e5cc450cfa,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative2050/aquamaps_native2050_alpheus_crockeri.nc,iMarine.eu,7614324,WCS,2017-09-21T16:02:30.396492,False
7014ec5e-cfd1-44e6-ac12-3875592f9836,64dc3730-1871-49e4-8d63-af83ea6c1c34,b7aae81b-7faf-41ee-a43a-012e51dac396,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,90c8670a-4b78-4a9d-adaa-cc21953bf8a2,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative2050/aquamaps_native2050_anguilla_bengalensis_bengalensis.nc,iMarine.eu,241245b4-f406-4260-a625-dcbcb21004d9,WCS,2017-12-01T14:29:03.543788,False
d8802834-7072-449d-a1b4-2ac2e4855bf6,c5e29d4e-5814-4cb4-bc13-722f3fbbef4c,309aa74c-9620-4935-a4a5-c9bb3c338482,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,994e3b9f-a69a-48df-8497-0b5bbe9ef05e,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacanthurusmonroviae20130413212545662cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,4302b2a1-a055-4a7a-9d35-2aa5d28e97ff,WMS,2017-12-15T16:27:40.550790,False
7eff5fd0-042c-4065-951d-7ad68ba9e3d1,c4418477-a9f9-4340-a417-9a16364cc98e,5c743dc4-b591-44e6-b958-ad1d1af8708b,Western wirrah,0,OGC:WFS-1.0.0-http-get-feature,1a517810-515a-4295-8159-6b9d1c80bda7,active,WMS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lamarylliskamata20121218211535125cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Acanthurus monroviae,WMS,2017-09-21T14:34:28.114398,False
f8d6af9d-3363-4966-b210-066bb131a267,b6102f34-4206-40f2-8a01-ed2bef73a7a5,eaaf98a9-be21-4858-9d82-567f8db45f75,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,e6b49d61-fab4-4800-9120-b0c0246801c3,active,WMS link to resource,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacanthistiusserratus20130412131941929cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,7614324,WMS,2017-09-21T13:21:17.566479,False
798861da-2c14-4394-8906-7235758b50fb,c4418477-a9f9-4340-a417-9a16364cc98e,a0100fb2-0f71-4e06-bdaf-4017ae2459d8,SpeciesDistribution,0,OGC:WFS-1.0.0-http-get-feature,d13080e0-a9d7-4499-83f4-e8fc6141141f,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacanthocepolaabbreviata20121220200404780cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine.eu,Acanthistius serratus,WMS,2017-09-23T16:49:31.948381,False
55947dea-c0c2-4c81-b77a-572e51c79753,c4418477-a9f9-4340-a417-9a16364cc98e,77b5c54e-a119-4fb5-92b3-c07714653dbd,NetCDF,0,OGC:WFS-1.0.0-http-get-feature,6041b932-b668-4aec-96d5-c7196ebb1b8d,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=laeteasica20130411025602645cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine Consortium,Acanthocepola abbreviata,WMS,2017-09-21T12:10:16.128176,False
cf36d889-2ea3-4c04-a7b8-f6d7e114b3cd,c4418477-a9f9-4340-a417-9a16364cc98e,6a919e9e-66d7-4505-8b4f-ee58e9392c4f,Probability Distribution,0,OGC:WMS-1.3.0-http-get-map,9fdd0abf-dea2-414b-b520-9f0df2fe2657,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative/aquamaps_native_acanthopagrus_australis.nc,iMarine Consortium,7614324,WCS,2017-09-22T12:26:46.651790,False
c570ae1e-41b0-4a9d-adbd-3bbc4b4f0710,26a86c41-69f5-4462-a043-0d46135fc2d9,6b00c8f4-44cc-4292-a3f9-9d3a922b5e28,SpeciesDistribution,0,OGC:WMS-1.3.0-http-get-map,cc70183f-63a0-4b0b-aaeb-73072c7a5612,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative2050/aquamaps_native2050_anchoa_walkeri.nc,iMarine Consortium,7cd1bbf1-5483-408e-9349-08ad090b82a8,WCS,2017-10-14T01:16:25.880923,False
52fc7190-7693-49eb-8596-e4efc4442bdb,c4418477-a9f9-4340-a417-9a16364cc98e,f063f05c-01dc-406f-a478-9ec2393e5e85,Probability Distribution,0,OGC:WMS-1.3.0-http-get-map,7d3cb11b-a11b-489e-bddc-87d531a3d118,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lambassisdussumieri20130412073733869cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine Consortium,77d7e12c-ab19-42fa-8b1e-7af3de6039f6,WMS,2017-12-16T03:42:25.377329,False
3eb019ad-dc89-4e02-aa58-c023b13fbf1f,c4418477-a9f9-4340-a417-9a16364cc98e,7cdaed62-d3e9-4901-8d0e-b91a15de47f6,Probability Distribution,0,OGC:WMS-1.3.0-http-get-map,8cb7abe1-b427-44e2-85d2-51a490c42709,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative2050/aquamaps_native2050_ahliesaurus_berryi.nc,iMarine Consortium,Ambassis dussumieri,WCS,2017-09-22T08:18:59.151757,False
76b50ce1-ee4b-468e-bbca-6e512584ae7c,1d0b9f49-99be-4bea-a34b-2ce1cd46eeec,794c0190-3640-4b27-8a14-b2ce9e731c67,SpeciesDistribution,0,OGC:WMS-1.3.0-http-get-map,2164afce-fee6-4a11-a436-0e7994ef20c4,active,Unnamed resource,active,http://thredds.d4science.org/thredds/fileServer/public/netcdf/AquamapsNative2050/aquamaps_native2050_anchoa_argentivittata.nc,iMarine Consortium,526e2440-762c-46ee-b4e4-e6a08a52f7b0,WCS,2017-12-16T07:24:01.959831,False
2bea5ac9-3305-4f67-85c2-3ff84dfaf8d2,c4418477-a9f9-4340-a417-9a16364cc98e,f90488c5-b29b-4bbc-b56e-408072b14558,SpeciesDistribution,0,OGC:WMS-1.3.0-http-get-map,87a8b70a-4fa2-4b13-8e7f-50c2835bf376,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lacroporaparilis20130412115001273cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine Consortium,643405fd-598c-4ed8-9b46-66c064c27a27,WMS,2017-12-16T01:44:51.647988,False
cac6f782-3e0b-450b-adb9-e55da86c3224,172d04b9-eb96-4684-a7e3-0cf40b2b8af4,5fbfa67f-9588-41f0-af84-f6c9d5b52dac,SpeciesDistribution,0,OGC:WMS-1.3.0-http-get-map,df0547b0-3d5c-4afd-9aaf-857e663e612b,active,WMS link to resource,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lagneziaglaciata20121219003252463cet&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine Consortium,7614324,WMS,2017-09-23T15:10:52.491835,False
dc187d7f-acbe-4161-b611-2a9dda859f39,c4418477-a9f9-4340-a417-9a16364cc98e,182e640d-0a86-410b-a7f3-1dfa5b56a256,Tomato clownfish,0,OGC:WMS-1.3.0-http-get-map,94267f16-50d4-414a-8ba2-62b1331b18f3,active,WMS link to resource,active,"http://geoserver3.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lallothunnusfallai20130412082402309cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine Consortium,7614324,WMS,2017-09-22T08:22:55.705425,False
e66e7f04-bcb5-435f-a9e4-98d4fd3a1c2d,dcc69ed3-b256-4d50-8fed-ad594de13030,098c0858-3c2b-443d-b28c-489302e7da4b,Anchoa compressa,0,WWW:LINK-1.0-http--link,154b3831-19bc-4987-af6d-94056367b5c8,active,WMS link to resource,active,"http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lamphiprionfrenatus20130414020432932cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",iMarine Consortium,Allothunnus fallai,WMS,2017-09-21T11:52:14.910209,False
4b072e3a-511c-47a2-a6c3-91680911a049,c4418477-a9f9-4340-a417-9a16364cc98e,fca8c268-eb2e-4fcd-9550-03c72502ca64,Alphestes immaculatus,0,OGC:WMS-1.3.0-http-get-map,0faa62e1-36a5-4a51-aa0b-c8fb01ff568a,active,WMS link to resource,active,http://www.fao.org/fishery/area/Area47#FAO-fishing-area-47.1.6,iMarine Consortium,Amphiprion frenatus,WFS,2017-09-23T04:07:28.025271,False
