is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anarrhichthys ocellatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 19037aeb-37fa-4813-9dc7-ce8faccb9dda,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anarrhichthys ocellatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 19037aeb-37fa-4813-9dc7-ce8faccb9dda,2017-11-26T06:40:10.273381,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,19037aeb-37fa-4813-9dc7-ce8faccb9dda,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/19037aeb-37fa-4813-9dc7-ce8faccb9dda,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anadara granosa,1901-01-01T00:0000-01:00,Result Product 5aa9ddc9-fc11-4a4b-a038-9bbd66c212be,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anadara granosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 5aa9ddc9-fc11-4a4b-a038-9bbd66c212be,2017-11-24T22:41:14.250132,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,5aa9ddc9-fc11-4a4b-a038-9bbd66c212be,ElectronicAddress,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5aa9ddc9-fc11-4a4b-a038-9bbd66c212be,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis productus,1901-01-01T00:0000-01:00,Result Product ffcf1534-c754-4925-b175-ff99eb11fa6e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7197eef9-9deb-4504-91a0-e4beb7022489,2017-11-29T22:01:32.396649,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,7197eef9-9deb-4504-91a0-e4beb7022489,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7197eef9-9deb-4504-91a0-e4beb7022489,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora anthocercis,1901-01-01T00:0000-01:00,Result Product f6cb328b-c4a7-4a29-a3c8-f5ef50c60c82,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acropora anthocercis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acropora-anthocercis3,2017-11-25T02:04:12.148711,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,acropora-anthocercis3,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-anthocercis3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
2017-12-24T09:39:07.500838,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anomia ephippium Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product a4af88a5-6cbd-4529-8703-8e337db4af98,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anomia ephippium Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier a4af88a5-6cbd-4529-8703-8e337db4af98,2017-11-24T16:32:04.880851,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,a4af88a5-6cbd-4529-8703-8e337db4af98,ElectronicAddress,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a4af88a5-6cbd-4529-8703-8e337db4af98,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acantholabrus palloni,1901-01-01T00:0000-01:00,Result Product 4cc77c5d-40bf-44e5-afc8-c5bb3f2b064b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acantholabrus palloni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier ff2ce021-e07f-44da-9ac9-445196f05557,2017-11-28T23:27:34.338722,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,ff2ce021-e07f-44da-9ac9-445196f05557,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ff2ce021-e07f-44da-9ac9-445196f05557,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amusium laurenti,1901-01-01T00:0000-01:00,Result Product 7fc42612-cf55-44ec-b425-b96214be056b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amusium laurenti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 7fc42612-cf55-44ec-b425-b96214be056b,2017-11-25T17:20:48.201338,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,7fc42612-cf55-44ec-b425-b96214be056b,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7fc42612-cf55-44ec-b425-b96214be056b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa cubana,1901-01-01T00:0000-01:00,Result Product 6de8730d-b530-4ff0-981b-10f1703f20e3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoa cubana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anchoa-cubana2,2017-11-30T18:01:19.586288,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,anchoa-cubana2,ElectronicAddress,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-cubana2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,anguilla marmorata Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 389aa607-d305-42bb-815e-95fc773e88c9,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anguilla marmorata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anguilla-marmorata-aquamaps-native-2050-raster,2017-11-30T13:07:20.213107,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,string,anguilla-marmorata-aquamaps-native-2050-raster,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anguilla-marmorata-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthephyra eximia,1901-01-01T00:0000-01:00,Result Product bf12a48b-4009-4a6e-93a5-0fd7709ba4ec,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthephyra eximia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier bf12a48b-4009-4a6e-93a5-0fd7709ba4ec,2017-11-24T16:31:25.830101,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,bf12a48b-4009-4a6e-93a5-0fd7709ba4ec,ElectronicAddress,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/bf12a48b-4009-4a6e-93a5-0fd7709ba4ec,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus australis,1901-01-01T00:0000-01:00,Result Product 27a2726f-77ba-433f-b3e7-9949af6c4ebc,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alepocephalus australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 27a2726f-77ba-433f-b3e7-9949af6c4ebc,2017-12-23T00:49:43.210562,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,27a2726f-77ba-433f-b3e7-9949af6c4ebc,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/27a2726f-77ba-433f-b3e7-9949af6c4ebc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf taurus,1901-01-01T00:0000-01:00,Result Product 757c8491-8dfc-444b-957e-4e75cc98e38c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Abudefduf taurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier aea14325-d1c7-4e2a-ba20-e06b0d4520ef,2017-11-24T13:57:50.185835,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,aea14325-d1c7-4e2a-ba20-e06b0d4520ef,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/aea14325-d1c7-4e2a-ba20-e06b0d4520ef,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa nasus,1901-01-01T00:0000-01:00,Result Product 4c31cd5e-d673-4420-9c39-bb0c81992663,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoa nasus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 97cfd6f9-7d84-4d83-9387-745175a287e0,2017-12-25T00:48:33.103032,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,97cfd6f9-7d84-4d83-9387-745175a287e0,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/97cfd6f9-7d84-4d83-9387-745175a287e0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amathia distans,1901-01-01T00:0000-01:00,Result Product 8ed06bd1-3334-43ad-9d9e-e98875be1a7c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amathia distans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 8ed06bd1-3334-43ad-9d9e-e98875be1a7c,2017-11-25T00:22:27.503324,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,8ed06bd1-3334-43ad-9d9e-e98875be1a7c,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8ed06bd1-3334-43ad-9d9e-e98875be1a7c,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
