is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acrocephalus melanopogon,1901-01-01T00:0000-01:00,Result Product ce8b9b33-dd04-416a-867c-f5b786ea9c6c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acrocephalus melanopogon Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier ce8b9b33-dd04-416a-867c-f5b786ea9c6c,2017-11-28T14:55:36.345405,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ce8b9b33-dd04-416a-867c-f5b786ea9c6c,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ce8b9b33-dd04-416a-867c-f5b786ea9c6c,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amarsipus carlsbergi,1901-01-01T00:0000-01:00,Result Product 91e7b6c4-800b-49ad-9167-1cadbe50236b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amarsipus carlsbergi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 1adfdc9f-2479-4645-812d-580b5619d069,2017-11-29T13:35:00.119988,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,1adfdc9f-2479-4645-812d-580b5619d069,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1adfdc9f-2479-4645-812d-580b5619d069,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Akera soluta,1901-01-01T00:0000-01:00,Result Product 8e6a47f9-f07c-40ce-8594-516cad1c7935,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Akera soluta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 8e6a47f9-f07c-40ce-8594-516cad1c7935,2017-11-25T11:34:00.122895,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,8e6a47f9-f07c-40ce-8594-516cad1c7935,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8e6a47f9-f07c-40ce-8594-516cad1c7935,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alburnoides bipunctatus,1901-01-01T00:0000-01:00,Result Product a2955d34-60e1-463a-a346-ddb452604202,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alburnoides bipunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alburnoides-bipunctatus1,2017-11-24T19:13:41.911183,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,alburnoides-bipunctatus1,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/alburnoides-bipunctatus1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammothea verenae,1901-01-01T00:0000-01:00,Result Product 0a7509d3-aa8a-4ee3-b805-ded385b08d3d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ammothea verenae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 1915d8fc-7db1-4eb8-87eb-1d6cc3a53ce5,2017-11-25T18:46:40.281211,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,1915d8fc-7db1-4eb8-87eb-1d6cc3a53ce5,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1915d8fc-7db1-4eb8-87eb-1d6cc3a53ce5,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alosa Aestivalis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product b1129785-a148-4e68-b741-e6e8aa2480f8,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alosa Aestivalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier b1129785-a148-4e68-b741-e6e8aa2480f8,2017-12-23T13:53:47.535742,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,b1129785-a148-4e68-b741-e6e8aa2480f8,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b1129785-a148-4e68-b741-e6e8aa2480f8,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amoya moloanus,1901-01-01T00:0000-01:00,Result Product 55e67d56-1c57-4ebf-a6a7-07843d1d4a1c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amoya moloanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 55e67d56-1c57-4ebf-a6a7-07843d1d4a1c,2017-11-26T00:40:28.882026,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,55e67d56-1c57-4ebf-a6a7-07843d1d4a1c,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/55e67d56-1c57-4ebf-a6a7-07843d1d4a1c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiophiura Superba Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product acc2e7af-22a3-4ea9-bf5f-c1a064e479a8,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphiophiura Superba Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphiophiura-superba-aquamaps-native-raster,2017-11-25T12:56:22.316522,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,amphiophiura-superba-aquamaps-native-raster,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiophiura-superba-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepes djedaba,1901-01-01T00:0000-01:00,Result Product 17b4ae34-7d06-4c4a-b7c1-a74113dab0e5,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alepes djedaba Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 17b4ae34-7d06-4c4a-b7c1-a74113dab0e5,2017-11-30T17:47:12.911336,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,17b4ae34-7d06-4c4a-b7c1-a74113dab0e5,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/17b4ae34-7d06-4c4a-b7c1-a74113dab0e5,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus mata,1901-01-01T00:0000-01:00,Result Product 1b6bf1da-467d-47a8-82ad-0869d465a842,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthurus mata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 81097c37-b146-4fd9-801a-850ee4b1f4b1,2017-11-25T21:36:45.637263,Classification,FullLinkEntity,Product,FullLinkEntity,Classification,FederatedIdentifier,81097c37-b146-4fd9-801a-850ee4b1f4b1,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/81097c37-b146-4fd9-801a-850ee4b1f4b1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,abudefduf taurus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 7dad4ae3-178e-4699-984c-92b3c56c2224,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This abudefduf taurus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 7dad4ae3-178e-4699-984c-92b3c56c2224,2017-11-24T22:40:19.891312,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,7dad4ae3-178e-4699-984c-92b3c56c2224,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7dad4ae3-178e-4699-984c-92b3c56c2224,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoviella perfasciata,1901-01-01T00:0000-01:00,Result Product 19ade638-cdec-41e5-8047-710522bc3a03,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoviella perfasciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 19ade638-cdec-41e5-8047-710522bc3a03,2017-11-29T05:48:00.936143,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,19ade638-cdec-41e5-8047-710522bc3a03,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/19ade638-cdec-41e5-8047-710522bc3a03,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ampelisca Aequicornis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 635a3f3e-f998-4e9c-b506-435f56097036,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ampelisca Aequicornis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 635a3f3e-f998-4e9c-b506-435f56097036,2017-11-25T00:49:02.797146,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,635a3f3e-f998-4e9c-b506-435f56097036,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/635a3f3e-f998-4e9c-b506-435f56097036,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion allardi,1901-01-01T00:0000-01:00,Result Product 5b7be6a9-4f62-45a7-8ce5-18a9c901959b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphiprion allardi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphiprion-allardi2,2017-11-25T10:04:16.943178,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,amphiprion-allardi2,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-allardi2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
