is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthostracion Notacanthus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 4c452bb2-e55c-40cc-a6a7-bc0d22e0c7bd,string,2099-12-31T23:59:59-01:00,"This Acanthostracion Notacanthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 4c452bb2-e55c-40cc-a6a7-bc0d22e0c7bd,2017-11-29T18:39:42.346127,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,4c452bb2-e55c-40cc-a6a7-bc0d22e0c7bd,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4c452bb2-e55c-40cc-a6a7-bc0d22e0c7bd,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anampses geographicus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product d17710a2-b0da-478f-bfff-aff9b8a82b74,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This anampses geographicus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier d17710a2-b0da-478f-bfff-aff9b8a82b74,2017-11-26T13:36:11.809794,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,d17710a2-b0da-478f-bfff-aff9b8a82b74,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d17710a2-b0da-478f-bfff-aff9b8a82b74,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf concolor,1901-01-01T00:0000-01:00,Result Product 327a6aa6-ea69-45cb-a20c-d2ce3d6e7ecd,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Abudefduf concolor Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-concolor3,2017-11-24T19:43:22.594290,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,abudefduf-concolor3,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-concolor3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus coeruleus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 77ee2c06-9892-4dd8-ae0e-f08abfba9e54,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This acanthurus coeruleus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 09fb3eab-9dcc-4658-bf25-146c2b5a12fa,2017-11-29T03:19:24.970977,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,09fb3eab-9dcc-4658-bf25-146c2b5a12fa,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/09fb3eab-9dcc-4658-bf25-146c2b5a12fa,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
2017-12-22T19:23:53.068300,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alepocephalus australis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 05189deb-6db7-4e3d-ac07-72b3c2c7fd46,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This alepocephalus australis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6f89a7ab-70ed-4bb3-9053-775859636668,2017-11-25T19:09:16.467905,Classification,FullLinkEntity,Product,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,6f89a7ab-70ed-4bb3-9053-775859636668,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6f89a7ab-70ed-4bb3-9053-775859636668,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepes kleinii,1901-01-01T00:0000-01:00,Result Product f545e45b-3447-429f-ac3f-4b6a3165824b,string,2099-12-31T23:59:59-01:00,"This Alepes kleinii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alepes-kleinii1,2017-11-30T15:15:06.623499,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,alepes-kleinii1,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepes-kleinii1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,anodontia philippiana Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 95bc2beb-88e3-45cc-9339-16368ed5bef7,string,2099-12-31T23:59:59-01:00,"This anodontia philippiana Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anodontia-philippiana-aquamaps-native-2050-raster,2017-12-24T19:20:54.224605,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,anodontia-philippiana-aquamaps-native-2050-raster,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anodontia-philippiana-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amblyeleotris aurora Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 4ec5fe56-5f58-4bee-bfda-8f986f4d7d3a,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This amblyeleotris aurora Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 4ec5fe56-5f58-4bee-bfda-8f986f4d7d3a,2017-11-26T11:10:38.947030,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,4ec5fe56-5f58-4bee-bfda-8f986f4d7d3a,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4ec5fe56-5f58-4bee-bfda-8f986f4d7d3a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus Unimacula Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product adb93576-f572-4d02-bc0a-62d98e9cf798,string,2099-12-31T23:59:59-01:00,"This Amblycirrhitus Unimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblycirrhitus-unimacula-aquamaps-native-raster,2017-11-25T04:56:12.482732,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,amblycirrhitus-unimacula-aquamaps-native-raster,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblycirrhitus-unimacula-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Accalathura crenulata,1901-01-01T00:0000-01:00,Result Product 577b85ef-05f3-421a-af0d-93b44fcb4c10,string,2099-12-31T23:59:59-01:00,"This Accalathura crenulata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 577b85ef-05f3-421a-af0d-93b44fcb4c10,2017-11-25T00:04:45.411509,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,577b85ef-05f3-421a-af0d-93b44fcb4c10,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/577b85ef-05f3-421a-af0d-93b44fcb4c10,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthopleura spinosa,1901-01-01T00:0000-01:00,Result Product c79b63ec-37d8-4e0a-9b10-1b531623631c,string,2099-12-31T23:59:59-01:00,"This Acanthopleura spinosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthopleura-spinosa,2017-12-24T01:36:13.074521,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,acanthopleura-spinosa,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthopleura-spinosa,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus latus,1901-01-01T00:0000-01:00,Result Product 0d05b1c5-fd85-4a03-af8d-952cec25460d,string,2099-12-31T23:59:59-01:00,"This Acanthopagrus latus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthopagrus-latus1,2017-11-24T16:15:03.448947,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,acanthopagrus-latus1,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthopagrus-latus1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,anadara ferruginea Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 6780b6b9-3bdd-4116-b265-d9a05a1e837c,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This anadara ferruginea Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 6780b6b9-3bdd-4116-b265-d9a05a1e837c,2017-11-25T06:55:42.821750,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,6780b6b9-3bdd-4116-b265-d9a05a1e837c,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6780b6b9-3bdd-4116-b265-d9a05a1e837c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambassis miops,1901-01-01T00:0000-01:00,Result Product 8dd85032-94ed-4e1b-8533-92f250fba5c5,string,2099-12-31T23:59:59-01:00,"This Ambassis miops Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ambassis-miops1,2017-11-25T08:21:31.305402,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,ambassis-miops1,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-miops1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
