is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria macrospilus,1901-01-01T00:0000-01:00,Result Product 00fcafc1-1a05-4b81-aa49-8c5c2df0b8bd,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthemblemaria macrospilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d27d88ba-538e-4d00-9aab-549086e21fcf,2017-11-24T20:30:14.718622,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,d27d88ba-538e-4d00-9aab-549086e21fcf,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d27d88ba-538e-4d00-9aab-549086e21fcf,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis miops,1901-01-01T00:0000-01:00,Result Product c17124ac-11f7-4b10-9d1e-8bde9a92da5a,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis miops Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ambassis-miops,2017-11-25T14:46:43.886252,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,ambassis-miops,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-miops,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus sulcatus,1901-01-01T00:0000-01:00,Result Product 2a269690-6094-4920-804d-34971f759091,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus sulcatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 2a269690-6094-4920-804d-34971f759091,2017-12-23T21:36:44.361037,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,2a269690-6094-4920-804d-34971f759091,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2a269690-6094-4920-804d-34971f759091,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alticus saliens,1901-01-01T00:0000-01:00,Result Product b5b4e698-e87d-4937-ba45-391cbd31490c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alticus saliens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alticus-saliens,2017-11-29T20:37:27.035900,Classification,FullLinkEntity,Measurement,Classification,Classification,string,alticus-saliens,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alticus-saliens,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus bicolor,1901-01-01T00:0000-01:00,Result Product 93a21de4-aaea-4a50-8efa-7e0ca84f2f09,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alepocephalus bicolor Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alepocephalus-bicolor1,2017-12-24T13:25:22.197190,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,alepocephalus-bicolor1,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-bicolor1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf sparoides,1901-01-01T00:0000-01:00,Result Product 755f0ce8-2d0b-411e-a9c3-9fdca1b42dce,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Abudefduf sparoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 94deeeeb-a0c4-4b7a-a386-784ee4eced5f,2017-11-24T15:23:31.830562,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,94deeeeb-a0c4-4b7a-a386-784ee4eced5f,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/94deeeeb-a0c4-4b7a-a386-784ee4eced5f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alopias superciliosus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product b1becb0c-09fb-44a9-a52a-c8e5d1a2de99,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This alopias superciliosus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e05aaa5f-1908-44e8-94a1-730feb5e7b8a,2017-11-25T11:57:17.419269,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,e05aaa5f-1908-44e8-94a1-730feb5e7b8a,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e05aaa5f-1908-44e8-94a1-730feb5e7b8a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ammodytes hexapterus,1901-01-01T00:0000-01:00,Result Product bcc357e8-25b6-42c6-9a5b-f94e6c73904e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ammodytes hexapterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5511a75f-15c2-42b6-968c-825bfa840a9d,2017-11-29T15:19:50.677099,Classification,FullLinkEntity,Medium,Classification,Classification,string,5511a75f-15c2-42b6-968c-825bfa840a9d,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5511a75f-15c2-42b6-968c-825bfa840a9d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropora speciosa,1901-01-01T00:0000-01:00,Result Product 9e8cf6a9-f23a-444b-aa75-659f5c1629fe,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acropora speciosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acropora-speciosa2,2017-11-25T12:53:24.746407,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,acropora-speciosa2,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-speciosa2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
2017-12-03T10:28:33.385307,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amblyeleotris ogasawarensis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product b10b1ded-a9b2-477b-8135-aef640fead36,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This amblyeleotris ogasawarensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier b10b1ded-a9b2-477b-8135-aef640fead36,2017-11-25T14:36:57.718536,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,b10b1ded-a9b2-477b-8135-aef640fead36,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b10b1ded-a9b2-477b-8135-aef640fead36,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Allocyttus verrucosus,1901-01-01T00:0000-01:00,Result Product 75579b9d-aacf-4a00-b7cf-3e1453cf51fa,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allocyttus verrucosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier b7ab6202-d4ef-494b-b2ba-07dbf609db13,2017-11-25T01:47:48.568060,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,b7ab6202-d4ef-494b-b2ba-07dbf609db13,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b7ab6202-d4ef-494b-b2ba-07dbf609db13,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aipysurus laevis,1901-01-01T00:0000-01:00,Result Product 1bf8bc26-c33f-4933-9b0d-2c541bef67a9,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aipysurus laevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3dd7a1af-0383-45b1-8e4d-3256d513c452,2017-11-26T10:54:57.338718,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,3dd7a1af-0383-45b1-8e4d-3256d513c452,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3dd7a1af-0383-45b1-8e4d-3256d513c452,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis Dussumieri Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 14b46f5d-df7b-4ced-b04f-88e7643d7663,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis Dussumieri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5c55b1b8-5e56-4f74-9ebd-cd706fb32155,2017-12-24T21:37:30.950553,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,5c55b1b8-5e56-4f74-9ebd-cd706fb32155,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5c55b1b8-5e56-4f74-9ebd-cd706fb32155,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthocardia tuberculata,1901-01-01T00:0000-01:00,Result Product 3326da91-c8db-422f-8ea2-f9f7d444058c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthocardia tuberculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c3376268-90ae-4b8d-a97f-281f2159c8a2,2017-12-25T01:50:09.390286,Classification,FullLinkEntity,Measurement,Classification,Classification,string,c3376268-90ae-4b8d-a97f-281f2159c8a2,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c3376268-90ae-4b8d-a97f-281f2159c8a2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
