is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres brownii,1901-01-01T00:0000-01:00,Result Product 39ea3945-6f95-4d6e-9d04-917e2bf8929a,2099-12-31T23:59:59-01:00,Result Product Name acanthaluteres-brownii1,"This Acanthaluteres brownii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-09T22:53:26.413621,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,acanthaluteres-brownii1,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthaluteres-brownii1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,agaricia fragilis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product c06dc617-a155-492b-8e3d-a9ec29b0be11,2099-12-31T23:59:59-01:00,Result Product Name agaricia-fragilis-aquamaps-native-2050-raster,"This agaricia fragilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T03:06:11.609823,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,agaricia-fragilis-aquamaps-native-2050-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-fragilis-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthistius serratus,1901-01-01T00:0000-01:00,Result Product 6b00e7dd-ec12-464c-a6ca-51bace10fd97,2099-12-31T23:59:59-01:00,Result Product Name acanthistius-serratus,"This Acanthistius serratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T07:01:48.915792,Classification,FullLinkEntity,string,Measurement,Classification,Classification,acanthistius-serratus,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthistius-serratus,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ancistroteuthis lichtensteini,1901-01-01T00:0000-01:00,Result Product 38fdffcc-f979-4d6e-9e03-651b9da101ba,2099-12-31T23:59:59-01:00,Result Product Name ancistroteuthis-lichtensteini3,"This Ancistroteuthis lichtensteini Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-01T00:44:19.836701,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,ancistroteuthis-lichtensteini3,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/ancistroteuthis-lichtensteini3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Actinopyga Mauritiana Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product a6bffe8a-3990-4599-b0b7-8987212e9558,2099-12-31T23:59:59-01:00,Result Product Identifier a6bffe8a-3990-4599-b0b7-8987212e9558,"This Actinopyga Mauritiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T02:42:08.730215,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,a6bffe8a-3990-4599-b0b7-8987212e9558,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a6bffe8a-3990-4599-b0b7-8987212e9558,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus dussumieri,1901-01-01T00:0000-01:00,Result Product 81b669b3-7e63-4ee0-8fa9-cb08779710cc,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c32b7e3f-3056-4dbb-9638-92b83f4b7c63,"This Acanthurus dussumieri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T12:19:33.207702,Classification,FullLinkEntity,string,Measurement,Classification,Classification,c32b7e3f-3056-4dbb-9638-92b83f4b7c63,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c32b7e3f-3056-4dbb-9638-92b83f4b7c63,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthomenia Arcuata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 6070dfe0-4bd6-4f1e-9808-cf764f3d8382,2099-12-31T23:59:59-01:00,Result Product Name acanthomenia-arcuata-aquamaps-native-raster,"This Acanthomenia Arcuata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T15:24:13.442590,Classification,FullLinkEntity,string,Medium,Classification,Classification,acanthomenia-arcuata-aquamaps-native-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthomenia-arcuata-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amissidens Hainesi Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 6e3ff5b4-68e7-4788-b567-520b4694afdb,2099-12-31T23:59:59-01:00,Result Product Name amissidens-hainesi-aquamaps-native-raster,"This Amissidens Hainesi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T19:24:28.024406,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,amissidens-hainesi-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amissidens-hainesi-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anampses melanurus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 538f3bf0-a517-4fdf-ba34-b3249bacb9fd,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d9bc29c5-396e-4031-a63f-56eee7e672fe,"This anampses melanurus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T06:18:53.425709,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,d9bc29c5-396e-4031-a63f-56eee7e672fe,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d9bc29c5-396e-4031-a63f-56eee7e672fe,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia vesicula,1901-01-01T00:0000-01:00,Result Product 50a3ff2e-3793-4095-b599-de0c5b5f8dde,2099-12-31T23:59:59-01:00,Result Product Name anodontia-vesicula,"This Anodontia vesicula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-02T03:48:22.627344,Classification,FullLinkEntity,string,Measurement,Classification,Classification,anodontia-vesicula,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anodontia-vesicula,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Absences of coralligenous outcrop (points),1901-01-01T00:0000-01:00,Result Product 58dca7df-a468-4ae7-a875-250bd20eec7d,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 326cfe40-7257-41a3-9c18-29d262f7f408,Coral Absence Data from the dataset Coralligenous and mäerl beds distribution along the Mediterranean coasts - Mediterranean Sensitive Habitats (MEDISEH). A lot for information has been derived from three critical sources: the first is the Action plan for the conservation of the coralligenous and other calcareous bio-concretions in the Mediterranean Sea by the UNEP-MAP-RAC/SPA (2008) followed by the report in the State of knowledge of the geographical distribution of the coralligenous and other calcareous bio-concretions in the Mediterranean by UNEP (2009).,1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-30T03:38:56.287635,Classification,FullLinkEntity,string,Measurement,Classification,Classification,326cfe40-7257-41a3-9c18-29d262f7f408,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/326cfe40-7257-41a3-9c18-29d262f7f408,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alepocephalus bairdii,1901-01-01T00:0000-01:00,Result Product 9a42d5e9-7d00-4662-bc78-f869aa175cc2,2099-12-31T23:59:59-01:00,Result Product Name alepocephalus-bairdii3,"This Alepocephalus bairdii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T16:29:00.935842,Classification,FullLinkEntity,string,Measurement,Classification,Classification,alepocephalus-bairdii3,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-bairdii3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora cerealis,1901-01-01T00:0000-01:00,Result Product 1448c099-e6a5-4327-b56c-09e263c5839c,2099-12-31T23:59:59-01:00,Result Product Name acropora-cerealis3,"This Acropora cerealis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T17:28:15.848940,Classification,FullLinkEntity,string,Measurement,Classification,Classification,acropora-cerealis3,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-cerealis3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigroris,1901-01-01T00:0000-01:00,Result Product 139c92e8-50a8-49f7-ab70-fc0ed4768b5a,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-nigroris2,"This Acanthurus nigroris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-29T09:53:26.869469,Classification,FullLinkEntity,string,Measurement,Classification,Classification,acanthurus-nigroris2,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-nigroris2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
