is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
2017-12-22T20:56:45.641991,SimpleLinkEntity,Person,string,2099-12-31T23:59:59-01:00,acanthistius sebastoides Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 0be086fe-21c4-42bd-8e4c-e88e106821d2,string,2099-12-31T23:59:59-01:00,"This acanthistius sebastoides Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthistius-sebastoides-aquamaps-native-2050-raster,2017-11-26T07:35:36.990000,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,acanthistius-sebastoides-aquamaps-native-2050-raster,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthistius-sebastoides-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion latezonatus,1901-01-01T00:0000-01:00,Result Product 72e718a9-5c6a-4a03-8d46-4c5bc3611cc2,string,2099-12-31T23:59:59-01:00,"This Amphiprion latezonatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c11c4768-07f3-499d-9aef-e76088f10293,2017-11-25T00:41:07.322115,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,c11c4768-07f3-499d-9aef-e76088f10293,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c11c4768-07f3-499d-9aef-e76088f10293,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyraja jenseni,1901-01-01T00:0000-01:00,Result Product f3d5e96c-296c-4e7d-9fa5-acf5e7bcda36,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amblyraja jenseni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier f3d5e96c-296c-4e7d-9fa5-acf5e7bcda36,2017-11-24T23:43:32.910587,Classification,FullLinkEntity,Product,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,f3d5e96c-296c-4e7d-9fa5-acf5e7bcda36,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f3d5e96c-296c-4e7d-9fa5-acf5e7bcda36,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus nubilus,1901-01-01T00:0000-01:00,Result Product 32214a8c-d479-4a35-ac60-fad2e6233a39,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthurus nubilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 32214a8c-d479-4a35-ac60-fad2e6233a39,2017-11-26T12:19:41.157391,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,32214a8c-d479-4a35-ac60-fad2e6233a39,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/32214a8c-d479-4a35-ac60-fad2e6233a39,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora exquisita,1901-01-01T00:0000-01:00,Result Product 1b0dd957-5b88-432f-9885-3e52ea01bd8f,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acropora exquisita Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 02c578bf-2136-4b9f-967c-93de4461831a,2017-11-26T02:20:36.749102,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,02c578bf-2136-4b9f-967c-93de4461831a,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/02c578bf-2136-4b9f-967c-93de4461831a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus butcheri,1901-01-01T00:0000-01:00,Result Product 4a3a3a3f-5a2f-48d5-937b-f203ed4d4f25,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthopagrus butcheri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 22e4886f-6348-4f4b-9b94-997e99e13588,2017-11-24T21:34:00.191495,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,22e4886f-6348-4f4b-9b94-997e99e13588,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/22e4886f-6348-4f4b-9b94-997e99e13588,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus dussumieri,1901-01-01T00:0000-01:00,Result Product dbd09567-6e7f-4550-84b5-20ce8899187c,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthurus dussumieri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier dbd09567-6e7f-4550-84b5-20ce8899187c,2017-11-30T10:34:42.077982,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,dbd09567-6e7f-4550-84b5-20ce8899187c,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dbd09567-6e7f-4550-84b5-20ce8899187c,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aldrovandia gracilis,1901-01-01T00:0000-01:00,Result Product f58d318d-f0f7-4686-ab30-27a02b6a2486,string,2099-12-31T23:59:59-01:00,"This Aldrovandia gracilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 1a63f97d-c20f-4771-8ae9-b4a95edc9f35,2017-11-24T23:27:55.561576,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,1a63f97d-c20f-4771-8ae9-b4a95edc9f35,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1a63f97d-c20f-4771-8ae9-b4a95edc9f35,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus Leucosternon Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 4814db8e-c600-4665-82ea-ddc7d69b7735,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthurus Leucosternon Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f2fc23d1-3793-425e-81b9-275fe458abea,2017-11-25T09:02:49.886289,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,f2fc23d1-3793-425e-81b9-275fe458abea,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f2fc23d1-3793-425e-81b9-275fe458abea,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alertichthys blacki,1901-01-01T00:0000-01:00,Result Product 4a55409e-3bb2-48f9-b1fe-35188ed35be5,string,2099-12-31T23:59:59-01:00,"This Alertichthys blacki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f9985d34-3c5c-4836-a431-07570f49c404,2017-11-29T12:30:00.158999,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,f9985d34-3c5c-4836-a431-07570f49c404,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f9985d34-3c5c-4836-a431-07570f49c404,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus lineatus,1901-01-01T00:0000-01:00,Result Product e7645b6f-92f7-4aa4-8c8b-d6b5c5fb6961,string,2099-12-31T23:59:59-01:00,"This Acanthurus lineatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 0df64a40-8463-4e19-bcfd-e6651cd995a7,2017-11-25T20:20:00.556848,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,0df64a40-8463-4e19-bcfd-e6651cd995a7,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0df64a40-8463-4e19-bcfd-e6651cd995a7,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alepes kleinii,1901-01-01T00:0000-01:00,Result Product 5b3b847f-352a-4577-94f4-2a370ad49cb4,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alepes kleinii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier ce3317c5-24d9-4564-a854-17843b9e5de7,2017-11-26T03:51:04.252404,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,ce3317c5-24d9-4564-a854-17843b9e5de7,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ce3317c5-24d9-4564-a854-17843b9e5de7,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anodontia vesicula Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 970ddccd-8e46-4cc3-b0e0-bfa79a052c14,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This anodontia vesicula Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 970ddccd-8e46-4cc3-b0e0-bfa79a052c14,2017-11-25T14:02:11.272719,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,970ddccd-8e46-4cc3-b0e0-bfa79a052c14,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/970ddccd-8e46-4cc3-b0e0-bfa79a052c14,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
