is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthostracion quadricornis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product fa0be7f2-d21e-4fd6-a59a-e6176ef1d18c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This acanthostracion quadricornis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 73fa1ee3-7bca-467b-a1ac-d3147cb6d337,2017-11-26T09:41:38.743165,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,73fa1ee3-7bca-467b-a1ac-d3147cb6d337,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/73fa1ee3-7bca-467b-a1ac-d3147cb6d337,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus cristulifrons,1901-01-01T00:0000-01:00,Result Product 63dfe29c-fc81-4c0b-be1e-b8795642f8c3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus cristulifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d20eae2d-935e-4288-a1a0-f41c13cdc242,2017-11-25T01:04:37.110031,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,d20eae2d-935e-4288-a1a0-f41c13cdc242,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d20eae2d-935e-4288-a1a0-f41c13cdc242,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anas Penelope Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 9c7aaf6d-4989-45b0-9ca2-7da81f74d01a,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anas Penelope Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 9c7aaf6d-4989-45b0-9ca2-7da81f74d01a,2017-11-28T15:55:55.792702,Classification,FullLinkEntity,Measurement,Classification,Classification,string,9c7aaf6d-4989-45b0-9ca2-7da81f74d01a,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9c7aaf6d-4989-45b0-9ca2-7da81f74d01a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus australis,1901-01-01T00:0000-01:00,Result Product 53ffad0c-1c16-4378-adc7-57c6081db03e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthopagrus australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthopagrus-australis,2017-12-17T05:19:39.760861,Classification,FullLinkEntity,Medium,Classification,Classification,string,acanthopagrus-australis,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthopagrus-australis,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria crockeri,1901-01-01T00:0000-01:00,Result Product be54ac7f-de63-4f46-bca9-9c8787c42081,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthemblemaria crockeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthemblemaria-crockeri3,2017-12-01T01:32:13.348581,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,acanthemblemaria-crockeri3,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-crockeri3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Agaricia agaricites,1901-01-01T00:0000-01:00,Result Product 2e7c70c0-794d-475f-8193-5b009010d7d8,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Agaricia agaricites Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 2c6d4f2b-9ed9-43a9-8633-e5e46b2ee43e,2017-11-25T01:33:03.243280,Classification,FullLinkEntity,Medium,Classification,Classification,string,2c6d4f2b-9ed9-43a9-8633-e5e46b2ee43e,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2c6d4f2b-9ed9-43a9-8633-e5e46b2ee43e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,allocyttus niger Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 97808dfa-df2e-4268-a340-844e4aee173a,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This allocyttus niger Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allocyttus-niger-aquamaps-native-2050-raster,2017-11-25T22:53:22.873790,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,allocyttus-niger-aquamaps-native-2050-raster,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allocyttus-niger-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthastrea echinata Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product c1446229-ec1b-4cf4-9e14-2f5373fc9782,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This acanthastrea echinata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthastrea-echinata-aquamaps-native-2050-raster,2017-11-24T17:06:16.073619,Classification,FullLinkEntity,Measurement,Classification,Classification,string,acanthastrea-echinata-aquamaps-native-2050-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthastrea-echinata-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepes apercna,1901-01-01T00:0000-01:00,Result Product 510d747f-1dcb-4a41-8c69-6d76790505a2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alepes apercna Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier a8d63524-8942-4723-96de-9a3727b1bae9,2017-11-25T04:45:40.931182,Classification,FullLinkEntity,Measurement,Classification,Classification,string,a8d63524-8942-4723-96de-9a3727b1bae9,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a8d63524-8942-4723-96de-9a3727b1bae9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Albatrossia pectoralis,1901-01-01T00:0000-01:00,Result Product c2ab093b-1695-47f1-a9f9-1052a82fa508,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Albatrossia pectoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name albatrossia-pectoralis1,2017-11-30T12:26:52.021364,Classification,FullLinkEntity,Measurement,Classification,Classification,string,albatrossia-pectoralis1,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/albatrossia-pectoralis1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anarchias cantonensis,1901-01-01T00:0000-01:00,Result Product 40697ff0-43e9-4b14-a126-eaaedd1dce07,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anarchias cantonensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 40697ff0-43e9-4b14-a126-eaaedd1dce07,2017-11-25T04:12:30.113795,Classification,FullLinkEntity,Medium,Classification,Classification,string,40697ff0-43e9-4b14-a126-eaaedd1dce07,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/40697ff0-43e9-4b14-a126-eaaedd1dce07,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acetes americanus,1901-01-01T00:0000-01:00,Result Product 14f0130d-dc77-48b7-91bf-6416233cf5b2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acetes americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 14f0130d-dc77-48b7-91bf-6416233cf5b2,2017-11-25T08:08:48.986713,Classification,FullLinkEntity,Measurement,Classification,Classification,string,14f0130d-dc77-48b7-91bf-6416233cf5b2,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/14f0130d-dc77-48b7-91bf-6416233cf5b2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acipenser brevirostrum,1901-01-01T00:0000-01:00,Result Product f20584e5-bb2c-4c43-b8bb-d215d6b88bdb,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acipenser brevirostrum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acipenser-brevirostrum3,2017-11-25T11:55:00.054304,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,acipenser-brevirostrum3,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acipenser-brevirostrum3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris diagonalis,1901-01-01T00:0000-01:00,Result Product 5a438137-69de-42bc-92ec-82d7a6362ed3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblyeleotris diagonalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyeleotris-diagonalis,2017-11-25T16:06:37.706038,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,amblyeleotris-diagonalis,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyeleotris-diagonalis,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
