is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,has_identifier_has_id_value,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_endDate,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaphritis grandisquamis,1901-01-01T00:0000-01:00,Result Product 22fd3209-d215-4dd1-a533-98f5da127dd0,22fd3209-d215-4dd1-a533-98f5da127dd0,2099-12-31T23:59:59-01:00,"This Acanthaphritis grandisquamis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 22fd3209-d215-4dd1-a533-98f5da127dd0,2017-11-30T21:25:31.480314,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/22fd3209-d215-4dd1-a533-98f5da127dd0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus xanthopterus,1901-01-01T00:0000-01:00,Result Product 5d3bd135-0b5a-4e1f-8883-5a205f67114e,2ccdd817-674c-4f10-a91d-421dc66b500e,2099-12-31T23:59:59-01:00,"This Acanthurus xanthopterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 2ccdd817-674c-4f10-a91d-421dc66b500e,2017-11-24T19:33:18.246323,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2ccdd817-674c-4f10-a91d-421dc66b500e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora abrotanoides,1901-01-01T00:0000-01:00,Result Product d2104384-6d2e-45d4-ba08-398979c218a7,d2104384-6d2e-45d4-ba08-398979c218a7,2099-12-31T23:59:59-01:00,"This Acropora abrotanoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier d2104384-6d2e-45d4-ba08-398979c218a7,2017-12-23T02:38:53.131543,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d2104384-6d2e-45d4-ba08-398979c218a7,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses femininus,1901-01-01T00:0000-01:00,Result Product a082b7df-299b-4f09-820d-6f4acd1df1f9,a082b7df-299b-4f09-820d-6f4acd1df1f9,2099-12-31T23:59:59-01:00,"This Anampses femininus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier a082b7df-299b-4f09-820d-6f4acd1df1f9,2017-11-26T11:29:41.744600,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a082b7df-299b-4f09-820d-6f4acd1df1f9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphipholis squamata,1901-01-01T00:0000-01:00,Result Product 3b97beb2-884b-487c-81be-5d6526cb4a5a,55409403-86d4-40b5-88f5-f8c43b1cd838,2099-12-31T23:59:59-01:00,"This Amphipholis squamata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 55409403-86d4-40b5-88f5-f8c43b1cd838,2017-11-25T08:02:21.115736,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/55409403-86d4-40b5-88f5-f8c43b1cd838,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris randalli,1901-01-01T00:0000-01:00,Result Product 0441c4f1-4620-4417-abbe-24519a105d22,amblyeleotris-randalli,2099-12-31T23:59:59-01:00,"This Amblyeleotris randalli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyeleotris-randalli,2017-11-25T14:10:58.007599,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyeleotris-randalli,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa curta,1901-01-01T00:0000-01:00,Result Product 69cc5bd0-17b8-4879-860e-ae397a95b594,69cc5bd0-17b8-4879-860e-ae397a95b594,2099-12-31T23:59:59-01:00,"This Anchoa curta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 69cc5bd0-17b8-4879-860e-ae397a95b594,2017-11-24T12:36:18.635273,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/69cc5bd0-17b8-4879-860e-ae397a95b594,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthephyra curtirostris,1901-01-01T00:0000-01:00,Result Product a6bf7ead-f2b7-4c2f-8d99-77c53493f9e5,18837710-f9eb-44e2-aa59-6166cc662812,2099-12-31T23:59:59-01:00,"This Acanthephyra curtirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 18837710-f9eb-44e2-aa59-6166cc662812,2017-11-30T21:18:45.822787,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/18837710-f9eb-44e2-aa59-6166cc662812,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus pinos,1901-01-01T00:0000-01:00,Result Product e44fff64-bfe7-454c-9afb-fcb86fce9c6f,amblycirrhitus-pinos2,2099-12-31T23:59:59-01:00,"This Amblycirrhitus pinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblycirrhitus-pinos2,2017-11-24T15:26:27.766120,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblycirrhitus-pinos2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,aetomylaeus milvus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 64ea34d4-ac06-4ee9-840f-61ce651e68b4,aetomylaeus-milvus-aquamaps-native-2050-raster,2099-12-31T23:59:59-01:00,"This aetomylaeus milvus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetomylaeus-milvus-aquamaps-native-2050-raster,2017-11-24T11:48:18.564599,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/aetomylaeus-milvus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acipenser medirostris Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 2c19c1cc-c2ae-4d33-bcd2-48b0fdc3af65,acipenser-medirostris-aquamaps-native-2050-raster,2099-12-31T23:59:59-01:00,"This acipenser medirostris Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acipenser-medirostris-aquamaps-native-2050-raster,2017-12-23T13:07:47.381707,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acipenser-medirostris-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amblycirrhitus unimacula Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 57a09bf0-d4c9-42bc-91ed-40a305d657fb,92048f55-5bb5-4ca9-b351-ce41ae338387,2099-12-31T23:59:59-01:00,"This amblycirrhitus unimacula Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 92048f55-5bb5-4ca9-b351-ce41ae338387,2017-12-23T23:56:30.390253,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/92048f55-5bb5-4ca9-b351-ce41ae338387,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alectis ciliaris,1901-01-01T00:0000-01:00,Result Product a75cb9a8-84ab-4922-b25f-b360cde00100,45735086-cdba-42f7-99e6-7b3ec3fc95e7,2099-12-31T23:59:59-01:00,"This Alectis ciliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 45735086-cdba-42f7-99e6-7b3ec3fc95e7,2017-12-23T03:20:21.169729,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/45735086-cdba-42f7-99e6-7b3ec3fc95e7,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
