is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis Longirostris Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product c03f7480-dd58-418e-9969-0db2855eb373,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anacanthobatis Longirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier dccd5f23-c1c9-454e-b3ec-8ee45fbbc1d8,2017-11-24T16:32:00.327575,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,dccd5f23-c1c9-454e-b3ec-8ee45fbbc1d8,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dccd5f23-c1c9-454e-b3ec-8ee45fbbc1d8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ammodytes hexapterus,1901-01-01T00:0000-01:00,Result Product 0fa9dfaa-e622-4ebd-b21b-68da67d9f330,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ammodytes hexapterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ammodytes-hexapterus2,2017-11-25T07:52:51.657013,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ammodytes-hexapterus2,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ammodytes-hexapterus2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alloblennius parvus,1901-01-01T00:0000-01:00,Result Product f7b0ff44-b35c-459d-a401-824f6378b777,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alloblennius parvus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alloblennius-parvus,2017-11-25T20:18:07.526787,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,alloblennius-parvus,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/alloblennius-parvus,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aculeola nigra,1901-01-01T00:0000-01:00,Result Product a33749b7-9163-47c6-9999-94b02575ef3c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aculeola nigra Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 76535060-9e9f-44d0-85f2-758afe361c30,2017-11-24T13:58:35.843401,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,76535060-9e9f-44d0-85f2-758afe361c30,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/76535060-9e9f-44d0-85f2-758afe361c30,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acantholumpenus mackayi Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product bb512d9b-ee71-48a9-ab48-f92483b114b1,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This acantholumpenus mackayi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acantholumpenus-mackayi-aquamaps-native-2050-raster,2017-11-24T18:19:49.387684,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,acantholumpenus-mackayi-aquamaps-native-2050-raster,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acantholumpenus-mackayi-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthus barbatus,1901-01-01T00:0000-01:00,Result Product 59c88684-dfa9-4b43-9a4d-6e50957ea127,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anacanthus barbatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7edb4b4e-59e3-4bf9-8b69-52761890ab5c,2017-11-24T22:46:27.965510,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,7edb4b4e-59e3-4bf9-8b69-52761890ab5c,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7edb4b4e-59e3-4bf9-8b69-52761890ab5c,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,aeoliscus strigatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 975af337-6707-4e6e-90b5-477883a3d70e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This aeoliscus strigatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 975af337-6707-4e6e-90b5-477883a3d70e,2017-11-30T01:23:01.781061,Classification,FullLinkEntity,Product,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,975af337-6707-4e6e-90b5-477883a3d70e,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/975af337-6707-4e6e-90b5-477883a3d70e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anampses lennardi,1901-01-01T00:0000-01:00,Result Product 7cc6b0a9-8768-42ff-b532-31fba63f50c9,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anampses lennardi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anampses-lennardi2,2017-11-25T11:49:08.380070,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,anampses-lennardi2,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anampses-lennardi2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius bynoensis,1901-01-01T00:0000-01:00,Result Product 260c0068-7109-4a3c-b79f-4e31e53b8307,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblygobius bynoensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblygobius-bynoensis,2017-11-25T22:35:13.190015,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,amblygobius-bynoensis,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-bynoensis,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anaitides madeirensis,1901-01-01T00:0000-01:00,Result Product 1b806b5d-f747-4f1c-aef3-219b01225dd5,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anaitides madeirensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 1b806b5d-f747-4f1c-aef3-219b01225dd5,2017-12-16T20:42:32.528603,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,1b806b5d-f747-4f1c-aef3-219b01225dd5,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1b806b5d-f747-4f1c-aef3-219b01225dd5,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla marmorata,1901-01-01T00:0000-01:00,Result Product da465415-6713-4398-8849-fb2a5383d4ca,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anguilla marmorata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier da465415-6713-4398-8849-fb2a5383d4ca,2017-11-24T11:13:09.483829,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,da465415-6713-4398-8849-fb2a5383d4ca,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/da465415-6713-4398-8849-fb2a5383d4ca,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia agaricites,1901-01-01T00:0000-01:00,Result Product f8568b28-33c7-4e86-a558-e849f6783fa2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Agaricia agaricites Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name agaricia-agaricites1,2017-11-25T16:39:00.751884,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,agaricia-agaricites1,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-agaricites1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agonostomus monticola,1901-01-01T00:0000-01:00,Result Product 3a842ac0-ceca-409b-a47f-16391100cd65,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Agonostomus monticola Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name agonostomus-monticola,2017-11-30T07:27:42.068250,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,agonostomus-monticola,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/agonostomus-monticola,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Agaricia lamarcki,1901-01-01T00:0000-01:00,Result Product 43fae858-db89-4e50-aef2-9dd012f30d32,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Agaricia lamarcki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 43fae858-db89-4e50-aef2-9dd012f30d32,2017-11-24T17:01:43.273971,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,43fae858-db89-4e50-aef2-9dd012f30d32,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/43fae858-db89-4e50-aef2-9dd012f30d32,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa walkeri,1901-01-01T00:0000-01:00,Result Product 4ab5aac1-c02e-41b0-bf7a-8f89bf51c70c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoa walkeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anchoa-walkeri3,2017-11-25T02:27:44.381262,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,anchoa-walkeri3,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-walkeri3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
