is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-30T03:46:35.635940,Publication,Classification,2099-12-31T23:59:59-01:00,Alionematichthys minyomma,1901-01-01T00:0000-01:00,Result Product a682b5c8-58e4-4c0d-9dae-49d1667fb15f,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alionematichthys minyomma Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier a682b5c8-58e4-4c0d-9dae-49d1667fb15f,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,a682b5c8-58e4-4c0d-9dae-49d1667fb15f,PersonName,bb,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a682b5c8-58e4-4c0d-9dae-49d1667fb15f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T01:07:33.128690,Person,Classification,2099-12-31T23:59:59-01:00,aetomylaeus nichofii Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product a2295a3a-163d-4822-8ee4-1f73d8667c63,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This aetomylaeus nichofii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 183c798c-4601-433b-917d-444a389f4cc9,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,183c798c-4601-433b-917d-444a389f4cc9,PersonName,"iMarine Consortium,iMarine.eu",Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/183c798c-4601-433b-917d-444a389f4cc9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T19:56:18.441677,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius caninus,1901-01-01T00:0000-01:00,Result Product e26d9d14-f339-4ef5-94af-83b056a2f8d3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acentrogobius caninus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 292013de-8dc0-4527-919f-22501b3e7ae5,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,292013de-8dc0-4527-919f-22501b3e7ae5,PersonName,bb,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/292013de-8dc0-4527-919f-22501b3e7ae5,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T00:19:02.279523,Person,Classification,2099-12-31T23:59:59-01:00,Aluterus scriptus,1901-01-01T00:0000-01:00,Result Product 6a2076cf-7d9a-4560-99b5-d33477722a22,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aluterus scriptus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 6a2076cf-7d9a-4560-99b5-d33477722a22,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,6a2076cf-7d9a-4560-99b5-d33477722a22,PersonName,bb,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6a2076cf-7d9a-4560-99b5-d33477722a22,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-17T07:21:29.187880,Person,Classification,2099-12-31T23:59:59-01:00,Allothunnus fallai,1901-01-01T00:0000-01:00,Result Product 805fb19c-01f0-4b00-b4dd-2cbead5e4829,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allothunnus fallai Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier de13e893-98be-41f4-afd8-72cc04437130,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,de13e893-98be-41f4-afd8-72cc04437130,PersonName,"iMarine Consortium,iMarine.eu",Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/de13e893-98be-41f4-afd8-72cc04437130,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T02:57:44.818503,Person,Classification,2099-12-31T23:59:59-01:00,Allomycterus pilatus,1901-01-01T00:0000-01:00,Result Product b19dba7f-05e2-4813-8571-3467e1fb8267,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allomycterus pilatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allomycterus-pilatus1,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,allomycterus-pilatus1,ElectronicAddress,bb,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/allomycterus-pilatus1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T06:30:21.122541,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus paralcyone,1901-01-01T00:0000-01:00,Result Product 1619cbb6-3725-4764-9902-54517a04ee30,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus paralcyone Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e5b85fae-5cc2-474e-bb7f-87e0736867c9,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,string,e5b85fae-5cc2-474e-bb7f-87e0736867c9,PersonName,"iMarine Consortium,iMarine.eu",Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e5b85fae-5cc2-474e-bb7f-87e0736867c9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T16:30:18.059006,Person,Classification,2099-12-31T23:59:59-01:00,ammothella appendiculata Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 424d557f-8d37-4551-8399-f97de27450e4,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This ammothella appendiculata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 424d557f-8d37-4551-8399-f97de27450e4,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,424d557f-8d37-4551-8399-f97de27450e4,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/424d557f-8d37-4551-8399-f97de27450e4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T08:47:54.477371,Publication,Classification,2099-12-31T23:59:59-01:00,Aetobatus flagellum,1901-01-01T00:0000-01:00,Result Product fce913d3-353d-4e78-886c-108302fa5dc3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aetobatus flagellum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetobatus-flagellum,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,aetobatus-flagellum,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aetobatus-flagellum,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-23T12:02:48.912677,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus bifasciatus,1901-01-01T00:0000-01:00,Result Product 1a32123f-94f9-4416-aa7e-42527c7ae0f2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthopagrus bifasciatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 1a32123f-94f9-4416-aa7e-42527c7ae0f2,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,1a32123f-94f9-4416-aa7e-42527c7ae0f2,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1a32123f-94f9-4416-aa7e-42527c7ae0f2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T23:45:46.314940,Publication,Classification,2099-12-31T23:59:59-01:00,Agaricia grahamae,1901-01-01T00:0000-01:00,Result Product b9fd5403-2e29-4aa6-a458-da84f42866df,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Agaricia grahamae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name agaricia-grahamae3,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,agaricia-grahamae3,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-grahamae3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T08:08:15.895561,Person,Classification,2099-12-31T23:59:59-01:00,anisotremus virginicus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product f013c616-cca5-4f9e-942f-2f114ebd0346,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anisotremus virginicus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier f013c616-cca5-4f9e-942f-2f114ebd0346,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,f013c616-cca5-4f9e-942f-2f114ebd0346,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f013c616-cca5-4f9e-942f-2f114ebd0346,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T22:10:18.213199,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa mitchilli,1901-01-01T00:0000-01:00,Result Product 2c77c1a2-6ce7-4dba-9e57-0fe9cb849858,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoa mitchilli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anchoa-mitchilli1,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,anchoa-mitchilli1,ElectronicAddress,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-mitchilli1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T01:26:13.638518,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion polymnus,1901-01-01T00:0000-01:00,Result Product 4c0eb228-f4a2-4755-a9c7-5661f95dd2d2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphiprion polymnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphiprion-polymnus,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,amphiprion-polymnus,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-polymnus,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T06:27:44.400802,Person,Classification,2099-12-31T23:59:59-01:00,Allocyttus folletti,1901-01-01T00:0000-01:00,Result Product 8136787e-69f8-4d61-b066-53e112f2b66e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allocyttus folletti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allocyttus-folletti3,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,allocyttus-folletti3,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/allocyttus-folletti3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T22:07:58.387824,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla obscura,1901-01-01T00:0000-01:00,Result Product 60a7cba2-3013-450c-ab42-9a5bfecbd403,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anguilla obscura Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anguilla-obscura,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,anguilla-obscura,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anguilla-obscura,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T23:03:50.803707,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hillae,1901-01-01T00:0000-01:00,Result Product d93d2385-81b1-4d18-9b14-737b5a97770b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthastrea hillae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 0504274d-a724-4ebf-b18b-550079d02c3f,FullLinkEntity,Classification,FullLinkEntity,Product,Classification,Classification,FederatedIdentifier,0504274d-a724-4ebf-b18b-550079d02c3f,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0504274d-a724-4ebf-b18b-550079d02c3f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T16:08:56.400339,Person,Classification,2099-12-31T23:59:59-01:00,ancylopsetta kumperae Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product dc43c9e3-c87a-4da1-bcce-b359db777ae1,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This ancylopsetta kumperae Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 003edae0-727c-4ff5-bf0f-65697750ed0c,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,003edae0-727c-4ff5-bf0f-65697750ed0c,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/003edae0-727c-4ff5-bf0f-65697750ed0c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
2017-12-03T11:25:47.224831,2017-12-09T12:34:55.182103,Person,string,2099-12-31T23:59:59-01:00,anarchias similis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product b661a7fe-986d-4508-bae8-269c9658e488,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anarchias similis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6361dbaa-0c53-4dc9-892f-45f931961a50,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,6361dbaa-0c53-4dc9-892f-45f931961a50,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6361dbaa-0c53-4dc9-892f-45f931961a50,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,alpheus bidens Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product e95d52cb-9cd9-4afc-bee8-4f162f443e4b,2099-12-31T23:59:59-01:00,,"This alpheus bidens Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 8c88df57-40f3-4558-b137-ca0360ebf509,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,8c88df57-40f3-4558-b137-ca0360ebf509,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8c88df57-40f3-4558-b137-ca0360ebf509,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthacaris Caeca Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 7104f900-fa31-4eca-bc10-6b51d5e71891,2099-12-31T23:59:59-01:00,,"This Acanthacaris Caeca Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 517001c2-f318-41c3-95fc-cd5d2dfe6354,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,517001c2-f318-41c3-95fc-cd5d2dfe6354,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/517001c2-f318-41c3-95fc-cd5d2dfe6354,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa panamensis,1901-01-01T00:0000-01:00,Result Product 2b0a8c85-8b82-4d4a-bb5d-734f582a51bb,2099-12-31T23:59:59-01:00,,"This Anchoa panamensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 2b0a8c85-8b82-4d4a-bb5d-734f582a51bb,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,2b0a8c85-8b82-4d4a-bb5d-734f582a51bb,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2b0a8c85-8b82-4d4a-bb5d-734f582a51bb,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus blochii,1901-01-01T00:0000-01:00,Result Product 922b7274-7daf-49fd-8302-57af1db1becb,2099-12-31T23:59:59-01:00,,"This Acanthurus blochii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d0faad18-74fd-477a-8e19-4bc54557aee2,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,d0faad18-74fd-477a-8e19-4bc54557aee2,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d0faad18-74fd-477a-8e19-4bc54557aee2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus tennentii,,Result Product 6b15e81c-438f-4878-b087-2d346f99feb6,,,"This Acanthurus tennentii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 6b15e81c-438f-4878-b087-2d346f99feb6,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,6b15e81c-438f-4878-b087-2d346f99feb6,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6b15e81c-438f-4878-b087-2d346f99feb6,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion sandaracinos,,Result Product 0bedb16c-ba61-4885-b24c-9b9a78ef253b,,,"This Amphiprion sandaracinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphiprion-sandaracinos,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,amphiprion-sandaracinos,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-sandaracinos,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allogalathea elegans,,Result Product 62c66da9-fd6a-4d96-a42e-27da59acb210,,,"This Allogalathea elegans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allogalathea-elegans2,SimpleLinkEntity,,FullLinkEntity,Medium,Classification,Classification,,allogalathea-elegans2,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/allogalathea-elegans2,,
