is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphiprion Sandaracinos Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ab745eb5-cf0c-4ef1-b414-97a33953cd9f,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d7902243-1373-4631-80e1-af31dd63d3e8,"This Amphiprion Sandaracinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-30T13:53:58.699032,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,d7902243-1373-4631-80e1-af31dd63d3e8,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d7902243-1373-4631-80e1-af31dd63d3e8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropoma japonicum,1901-01-01T00:0000-01:00,Result Product 8100f4b9-afe4-4d2d-8336-8317d883fae3,2099-12-31T23:59:59-01:00,Result Product Name acropoma-japonicum2,"This Acropoma japonicum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-01T00:09:27.448688,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,acropoma-japonicum2,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropoma-japonicum2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Albula forsteri,1901-01-01T00:0000-01:00,Result Product c355b2b4-f468-451e-9cb3-f1a11c9cf8a7,2099-12-31T23:59:59-01:00,Result Product Revision Identifier fec02b98-ed6a-49a9-8577-01e211d51fed,"This Albula forsteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-03T00:54:13.894150,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,fec02b98-ed6a-49a9-8577-01e211d51fed,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fec02b98-ed6a-49a9-8577-01e211d51fed,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchovia Macrolepidota Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product c3014b43-6cc0-435a-ae24-f53fd7e10186,2099-12-31T23:59:59-01:00,Result Product Name anchovia-macrolepidota-aquamaps-native-raster,"This Anchovia Macrolepidota Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T11:32:21.462824,Classification,FullLinkEntity,string,Measurement,Classification,Classification,anchovia-macrolepidota-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anchovia-macrolepidota-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthemblemaria crockeri Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 6a6094d5-a1c1-41c1-8a70-9f3b4e3c5562,2099-12-31T23:59:59-01:00,Result Product Name acanthemblemaria-crockeri-aquamaps-native-2050-raster,"This acanthemblemaria crockeri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-22T22:23:39.429273,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,acanthemblemaria-crockeri-aquamaps-native-2050-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-crockeri-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aldrovandia Affinis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 2efd3b45-3bbe-4dad-b21c-c6dee050ec51,2099-12-31T23:59:59-01:00,Result Product Identifier 2efd3b45-3bbe-4dad-b21c-c6dee050ec51,"This Aldrovandia Affinis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-30T17:14:07.196351,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,2efd3b45-3bbe-4dad-b21c-c6dee050ec51,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2efd3b45-3bbe-4dad-b21c-c6dee050ec51,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambophthalmos angustus,1901-01-01T00:0000-01:00,Result Product 430f4994-0aa0-40cb-b8e7-f5757c70a3a7,2099-12-31T23:59:59-01:00,Result Product Name ambophthalmos-angustus,"This Ambophthalmos angustus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T22:00:26.684689,Classification,FullLinkEntity,string,Measurement,Classification,Classification,ambophthalmos-angustus,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ambophthalmos-angustus,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abraliopsis felis,1901-01-01T00:0000-01:00,Result Product 47384b6d-3a04-4387-b41f-b6a5d6630bd1,2099-12-31T23:59:59-01:00,Result Product Name abraliopsis-felis,"This Abraliopsis felis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T08:26:27.267085,Classification,FullLinkEntity,string,Measurement,Classification,Classification,abraliopsis-felis,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/abraliopsis-felis,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus Olivaceus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ecd73c71-dab5-46d4-a014-27fbf8245e88,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6560a2e2-da09-49c2-b36b-9971e65f9320,"This Acanthurus Olivaceus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-28T18:49:05.416543,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,6560a2e2-da09-49c2-b36b-9971e65f9320,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6560a2e2-da09-49c2-b36b-9971e65f9320,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amusium laurenti,1901-01-01T00:0000-01:00,Result Product 453983f2-7250-402b-a1c4-88211e9b1fd6,2099-12-31T23:59:59-01:00,Result Product Name amusium-laurenti3,"This Amusium laurenti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T12:33:33.476996,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,amusium-laurenti3,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amusium-laurenti3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthostracion polygonius,1901-01-01T00:0000-01:00,Result Product 8ce5e2f0-3ff4-4c66-ae06-a05fb57ad260,2099-12-31T23:59:59-01:00,Result Product Identifier 8ce5e2f0-3ff4-4c66-ae06-a05fb57ad260,"This Acanthostracion polygonius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-10T17:24:52.415923,Classification,FullLinkEntity,string,Medium,Classification,Classification,8ce5e2f0-3ff4-4c66-ae06-a05fb57ad260,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8ce5e2f0-3ff4-4c66-ae06-a05fb57ad260,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,alpheus gracilipes Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product d9ae159d-8850-4ad5-8967-48297949de67,2099-12-31T23:59:59-01:00,Result Product Name alpheus-gracilipes-aquamaps-native-2050-raster,"This alpheus gracilipes Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-10T07:25:11.421886,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,alpheus-gracilipes-aquamaps-native-2050-raster,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-gracilipes-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus lottini,1901-01-01T00:0000-01:00,Result Product d04b955a-81a9-4967-8410-5f55fdc4832b,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 07a0222e-c496-4b0c-80ec-935d0852fc26,"This Alpheus lottini Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-17T02:16:09.122578,Classification,FullLinkEntity,string,Medium,Classification,Classification,07a0222e-c496-4b0c-80ec-935d0852fc26,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/07a0222e-c496-4b0c-80ec-935d0852fc26,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amakusanthura signata,1901-01-01T00:0000-01:00,Result Product 2448ca6e-ed46-4a7d-8741-9eb95379543f,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c1f6514a-9f19-4cad-a284-193d2c6a433c,"This Amakusanthura signata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T18:08:11.228880,Classification,FullLinkEntity,string,Measurement,Classification,Classification,c1f6514a-9f19-4cad-a284-193d2c6a433c,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c1f6514a-9f19-4cad-a284-193d2c6a433c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
