is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,has_identifier_has_id_value,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_endDate,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amathia Distans Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 2b3e940e-7677-473c-ac06-510720c5d641,54f103ed-9126-4320-8036-7d4c50dca376,2099-12-31T23:59:59-01:00,"This Amathia Distans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 54f103ed-9126-4320-8036-7d4c50dca376,2017-11-25T10:42:20.781221,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/54f103ed-9126-4320-8036-7d4c50dca376,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,alpheus sulcatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 25fa3f03-7f35-4072-a51e-df782289ffe1,25fa3f03-7f35-4072-a51e-df782289ffe1,2099-12-31T23:59:59-01:00,"This alpheus sulcatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 25fa3f03-7f35-4072-a51e-df782289ffe1,2017-11-30T10:24:51.268357,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/25fa3f03-7f35-4072-a51e-df782289ffe1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses caeruleopunctatus,1901-01-01T00:0000-01:00,Result Product c23db101-0b2b-4dbe-8284-c6ae9b28e765,c23db101-0b2b-4dbe-8284-c6ae9b28e765,2099-12-31T23:59:59-01:00,"This Anampses caeruleopunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier c23db101-0b2b-4dbe-8284-c6ae9b28e765,2017-11-29T10:13:45.485755,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c23db101-0b2b-4dbe-8284-c6ae9b28e765,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anarchias Cantonensis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product a3af93e2-450b-445c-b064-ea41c051eddd,87daa1cb-3cf6-4154-b644-4a48328b0833,2099-12-31T23:59:59-01:00,"This Anarchias Cantonensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 87daa1cb-3cf6-4154-b644-4a48328b0833,2017-11-25T04:55:02.402262,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/87daa1cb-3cf6-4154-b644-4a48328b0833,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anomalops katoptron,1901-01-01T00:0000-01:00,Result Product 58bdb6ac-ebb8-454c-8fe8-77390243b89e,anomalops-katoptron3,2099-12-31T23:59:59-01:00,"This Anomalops katoptron Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anomalops-katoptron3,2017-12-02T10:42:45.102422,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/anomalops-katoptron3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,anaitides madeirensis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 65e899ce-3d98-4392-a753-92b7c147d9dc,65e899ce-3d98-4392-a753-92b7c147d9dc,2099-12-31T23:59:59-01:00,"This anaitides madeirensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 65e899ce-3d98-4392-a753-92b7c147d9dc,2017-11-25T03:31:19.772832,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/65e899ce-3d98-4392-a753-92b7c147d9dc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchovia clupeoides,1901-01-01T00:0000-01:00,Result Product 474758bc-0a2b-47be-b507-53d31be343a6,anchovia-clupeoides3,2099-12-31T23:59:59-01:00,"This Anchovia clupeoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anchovia-clupeoides3,2017-12-24T20:17:23.885582,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchovia-clupeoides3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus Vespertilio Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 2b8970a3-2c0a-4185-a0dc-30738fcc2297,d2ac37c2-943a-4e06-8179-e36f7643039e,2099-12-31T23:59:59-01:00,"This Aetomylaeus Vespertilio Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d2ac37c2-943a-4e06-8179-e36f7643039e,2017-11-24T17:10:11.619934,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d2ac37c2-943a-4e06-8179-e36f7643039e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amanses scopas,1901-01-01T00:0000-01:00,Result Product be21fe5e-18e6-4ff3-a9d7-6e22035b1392,amanses-scopas,2099-12-31T23:59:59-01:00,"This Amanses scopas Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amanses-scopas,2017-11-26T13:52:11.816727,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amanses-scopas,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ahlia Egmontis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product bb4ef856-44a5-4e2c-8ef7-85179ba8aca3,bb4ef856-44a5-4e2c-8ef7-85179ba8aca3,2099-12-31T23:59:59-01:00,"This Ahlia Egmontis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier bb4ef856-44a5-4e2c-8ef7-85179ba8aca3,2017-11-25T10:28:01.729982,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/bb4ef856-44a5-4e2c-8ef7-85179ba8aca3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acropoma hanedai Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 3ba3904b-cd09-434b-bce4-ed2e8bcfaa98,3ba3904b-cd09-434b-bce4-ed2e8bcfaa98,2099-12-31T23:59:59-01:00,"This acropoma hanedai Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 3ba3904b-cd09-434b-bce4-ed2e8bcfaa98,2017-11-24T16:02:46.065414,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3ba3904b-cd09-434b-bce4-ed2e8bcfaa98,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf Abdominalis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 1b9e687c-b290-4ddd-96b6-716fc631b899,abudefduf-abdominalis-aquamaps-native-raster,2099-12-31T23:59:59-01:00,"This Abudefduf Abdominalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-abdominalis-aquamaps-native-raster,2017-11-29T14:59:33.409381,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-abdominalis-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetea Truncata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 219628ac-a06a-4060-b06d-ea48418b15b2,219628ac-a06a-4060-b06d-ea48418b15b2,2099-12-31T23:59:59-01:00,"This Aetea Truncata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 219628ac-a06a-4060-b06d-ea48418b15b2,2017-11-29T18:56:30.308591,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/219628ac-a06a-4060-b06d-ea48418b15b2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
