is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus websteri,1901-01-01T00:0000-01:00,Result Product 491a7c08-4ff6-4f12-abfe-ebf3c8f00840,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus websteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-websteri2,2017-11-30T18:58:27.482283,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,alpheus-websteri2,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-websteri2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anchisquilla fasciata Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 1233d22e-44c8-437e-82c5-721447dd7d49,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anchisquilla fasciata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5a949d26-56bd-4ad6-9def-5d697485244f,2017-11-30T06:56:00.929858,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,5a949d26-56bd-4ad6-9def-5d697485244f,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5a949d26-56bd-4ad6-9def-5d697485244f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion bicinctus,1901-01-01T00:0000-01:00,Result Product d22cdd63-ab15-4192-90a5-666089b7544d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphiprion bicinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphiprion-bicinctus1,2017-11-24T12:21:19.948304,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,amphiprion-bicinctus1,ElectronicAddress,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-bicinctus1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,aeoliscus punctulatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product f0aba271-f84f-44e6-9867-a42a346ecf96,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This aeoliscus punctulatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier f0aba271-f84f-44e6-9867-a42a346ecf96,2017-11-24T21:09:56.332207,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,f0aba271-f84f-44e6-9867-a42a346ecf96,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f0aba271-f84f-44e6-9867-a42a346ecf96,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius buanensis,1901-01-01T00:0000-01:00,Result Product efb0afa3-5e71-495c-a862-1e5aac430f48,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblygobius buanensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 4d08f501-9535-4632-b142-c0ca42827a40,2017-11-29T22:14:43.256510,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,4d08f501-9535-4632-b142-c0ca42827a40,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4d08f501-9535-4632-b142-c0ca42827a40,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigricauda,1901-01-01T00:0000-01:00,Result Product 80848538-cda2-4aa1-92c2-4009d8fec9c2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthurus nigricauda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 80848538-cda2-4aa1-92c2-4009d8fec9c2,2017-11-30T15:15:58.096233,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,80848538-cda2-4aa1-92c2-4009d8fec9c2,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/80848538-cda2-4aa1-92c2-4009d8fec9c2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anadara Nodifera Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 29f100de-37d0-422e-9cba-212028dfc074,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anadara Nodifera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f9ae89bf-6cb4-407c-b785-4144f176a057,2017-11-25T22:21:29.425720,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,f9ae89bf-6cb4-407c-b785-4144f176a057,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f9ae89bf-6cb4-407c-b785-4144f176a057,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agnesiopsis translucida,1901-01-01T00:0000-01:00,Result Product 0a456f48-e947-475b-9de5-3bcda95bb608,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Agnesiopsis translucida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name agnesiopsis-translucida2,2017-12-17T12:04:21.744566,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,agnesiopsis-translucida2,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/agnesiopsis-translucida2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygobius bynoensis,1901-01-01T00:0000-01:00,Result Product 305f376a-fe75-445e-983f-46b4012f71fe,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblygobius bynoensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblygobius-bynoensis4,2017-11-25T02:52:09.696289,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,amblygobius-bynoensis4,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-bynoensis4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus sulcatus,1901-01-01T00:0000-01:00,Result Product 2f54d471-c1b9-4739-8ef7-50629b1775b9,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus sulcatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 2f54d471-c1b9-4739-8ef7-50629b1775b9,2017-11-25T22:42:02.970703,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,2f54d471-c1b9-4739-8ef7-50629b1775b9,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2f54d471-c1b9-4739-8ef7-50629b1775b9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amaryllis Dianae Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product de3d45fe-b9e0-4800-ab24-910319267b58,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amaryllis Dianae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 51c92000-7c1e-47f0-bff3-8882fa1f5e1b,2017-11-30T11:32:07.822435,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,51c92000-7c1e-47f0-bff3-8882fa1f5e1b,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/51c92000-7c1e-47f0-bff3-8882fa1f5e1b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acyrtus rubiginosus,1901-01-01T00:0000-01:00,Result Product d20ba8a8-6044-4a62-90c1-db01b14a8f15,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acyrtus rubiginosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5ed1c8ea-52fa-4443-9b4f-c3f7f1508de2,2017-11-30T06:14:49.160034,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,5ed1c8ea-52fa-4443-9b4f-c3f7f1508de2,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5ed1c8ea-52fa-4443-9b4f-c3f7f1508de2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias galapagensis,1901-01-01T00:0000-01:00,Result Product 64f69fa9-922c-45fa-bb7c-93f9065abcce,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anarchias galapagensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 529f01a1-379c-427e-84e7-02ebba2dfcbc,2017-12-24T20:43:53.220516,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,529f01a1-379c-427e-84e7-02ebba2dfcbc,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/529f01a1-379c-427e-84e7-02ebba2dfcbc,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
