is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphissa acutecostata,1901-01-01T00:0000-01:00,Result Product 2af62c48-5d91-44ca-92c0-ee4e7bc087fd,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphissa acutecostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphissa-acutecostata3,2017-11-25T09:52:28.578379,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,amphissa-acutecostata3,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amphissa-acutecostata3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Actitis hypoleucos,1901-01-01T00:0000-01:00,Result Product ac471720-88a0-44c0-abb6-ec948ebca82c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Actitis hypoleucos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 06322096-3bbb-4b77-8109-d4787bb9a58e,2017-12-23T11:48:25.770695,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,06322096-3bbb-4b77-8109-d4787bb9a58e,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/06322096-3bbb-4b77-8109-d4787bb9a58e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amusium japonicum,1901-01-01T00:0000-01:00,Result Product bea34e8f-1501-4cf3-a995-0ca4a91460af,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amusium japonicum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amusium-japonicum,2017-12-08T21:05:49.914542,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,amusium-japonicum,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amusium-japonicum,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ahliesaurus berryi,1901-01-01T00:0000-01:00,Result Product b46d173a-ec90-4489-a39a-9a578327ae2d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ahliesaurus berryi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ahliesaurus-berryi1,2017-11-25T06:56:30.723192,Classification,FullLinkEntity,Medium,Classification,Classification,string,ahliesaurus-berryi1,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ahliesaurus-berryi1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Allogalathea elegans,1901-01-01T00:0000-01:00,Result Product 3abbfc16-ff69-4808-b8fd-513c344f3262,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allogalathea elegans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allogalathea-elegans,2017-11-28T21:19:30.325978,Classification,FullLinkEntity,Measurement,Classification,Classification,string,allogalathea-elegans,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/allogalathea-elegans,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa spinifer,1901-01-01T00:0000-01:00,Result Product d250325d-ca30-48fd-8426-fb55e57546b7,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoa spinifer Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 67816797-d2d3-4916-8758-a0d9f5afcf85,2017-11-25T20:02:45.847248,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,67816797-d2d3-4916-8758-a0d9f5afcf85,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/67816797-d2d3-4916-8758-a0d9f5afcf85,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocepola Krusensternii Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 70998bcb-0d53-4a09-966e-af8bb661fdb3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthocepola Krusensternii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier ff1ace12-1b3e-44dd-bbb7-bd8b02413977,2017-11-24T16:27:07.578876,Classification,FullLinkEntity,Measurement,Classification,Classification,string,ff1ace12-1b3e-44dd-bbb7-bd8b02413977,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ff1ace12-1b3e-44dd-bbb7-bd8b02413977,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Hailstonei Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 3a388011-574c-4796-b1cd-4d197c3143ef,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus Hailstonei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-hailstonei-aquamaps-native-raster,2017-12-23T14:21:28.364273,Classification,FullLinkEntity,Medium,Classification,Classification,string,alpheus-hailstonei-aquamaps-native-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-hailstonei-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyraja taaf,1901-01-01T00:0000-01:00,Result Product e3a6531c-4ab1-4109-8789-3deee62231d2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblyraja taaf Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier e3a6531c-4ab1-4109-8789-3deee62231d2,2017-12-23T07:12:45.714089,Classification,FullLinkEntity,Product,Classification,Classification,FederatedIdentifier,e3a6531c-4ab1-4109-8789-3deee62231d2,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e3a6531c-4ab1-4109-8789-3deee62231d2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
2017-11-24T13:18:39.989895,SimpleLinkEntity,OrganisationUnit,string,2099-12-31T23:59:59-01:00,Anomia Ephippium Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 1144a61e-67b4-4212-944e-a4598ce91df0,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anomia Ephippium Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anomia-ephippium-aquamaps-native-raster,2017-11-30T00:53:47.719097,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,anomia-ephippium-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anomia-ephippium-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ampelisca brevicornis,1901-01-01T00:0000-01:00,Result Product 247b8c31-0322-4a11-bde4-76f0b860cf70,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ampelisca brevicornis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6d9c20ca-f7e7-40c1-acab-a7c2dcb16eb4,2017-11-25T17:35:49.578231,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,6d9c20ca-f7e7-40c1-acab-a7c2dcb16eb4,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6d9c20ca-f7e7-40c1-acab-a7c2dcb16eb4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon ternatensis,1901-01-01T00:0000-01:00,Result Product a6f27825-ef75-41f0-b1fa-3a1c808c3100,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblyglyphidodon ternatensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyglyphidodon-ternatensis,2017-11-26T04:00:50.850248,Classification,FullLinkEntity,Medium,Classification,Classification,string,amblyglyphidodon-ternatensis,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyglyphidodon-ternatensis,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alticus saliens Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 15df56f9-3ae2-45ad-8280-ce838db792af,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This alticus saliens Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alticus-saliens-aquamaps-native-2050-raster,2017-11-25T16:17:49.579160,Classification,FullLinkEntity,Measurement,Classification,Classification,string,alticus-saliens-aquamaps-native-2050-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alticus-saliens-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Austera Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 6bbed7d8-6eb9-4b62-95e3-2eb891a2cb43,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acropora Austera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 644ac4bd-29cd-4e06-b6ad-3e999106efc5,2017-11-30T23:56:52.540991,Classification,FullLinkEntity,Measurement,Classification,Classification,string,644ac4bd-29cd-4e06-b6ad-3e999106efc5,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/644ac4bd-29cd-4e06-b6ad-3e999106efc5,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus unimacula,1901-01-01T00:0000-01:00,Result Product 66967180-733c-40dd-8397-6b0ae66682cd,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblycirrhitus unimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblycirrhitus-unimacula1,2017-11-29T16:49:50.033791,Classification,FullLinkEntity,Measurement,Classification,Classification,string,amblycirrhitus-unimacula1,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblycirrhitus-unimacula1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
