is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta dilecta,1901-01-01T00:0000-01:00,Result Product 0359c0f0-a5a5-4302-a502-9b47fb6f87ea,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ancylopsetta dilecta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ancylopsetta-dilecta2,2017-11-25T15:24:09.160204,Classification,FullLinkEntity,Measurement,Classification,Classification,string,ancylopsetta-dilecta2,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ancylopsetta-dilecta2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,anoplarchus insignis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 8a6a7541-7585-4378-ad74-78e75f241cc6,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anoplarchus insignis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 82f69b9e-14f6-4c72-89ed-52a5c618561f,2017-11-29T04:55:48.606725,Classification,FullLinkEntity,Measurement,Classification,Classification,string,82f69b9e-14f6-4c72-89ed-52a5c618561f,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/82f69b9e-14f6-4c72-89ed-52a5c618561f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alepes djedaba,1901-01-01T00:0000-01:00,Result Product fc6093ab-d38a-4eda-87d5-28188abeb899,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alepes djedaba Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5aacc5d8-a52c-481a-a14b-28b23ab8010d,2017-11-25T04:21:53.408657,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,5aacc5d8-a52c-481a-a14b-28b23ab8010d,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5aacc5d8-a52c-481a-a14b-28b23ab8010d,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,anisotremus dovii Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 59406b3b-5c07-4953-a4d4-27565b8bde73,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anisotremus dovii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 59406b3b-5c07-4953-a4d4-27565b8bde73,2017-12-23T07:38:31.928699,Classification,FullLinkEntity,Product,Classification,Classification,FederatedIdentifier,59406b3b-5c07-4953-a4d4-27565b8bde73,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/59406b3b-5c07-4953-a4d4-27565b8bde73,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anisochromis kenyae,1901-01-01T00:0000-01:00,Result Product ea3d54ee-5e92-48a5-a0ac-fa7b6adf3623,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anisochromis kenyae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anisochromis-kenyae2,2017-11-25T09:37:53.964252,Classification,FullLinkEntity,Measurement,Classification,Classification,string,anisochromis-kenyae2,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anisochromis-kenyae2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis productus,1901-01-01T00:0000-01:00,Result Product df81954f-38a5-4df3-9a38-94ab7034caf4,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 93a5d7b0-c626-4668-9c03-91a60b6e1ee1,2017-11-25T19:19:22.951084,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,93a5d7b0-c626-4668-9c03-91a60b6e1ee1,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/93a5d7b0-c626-4668-9c03-91a60b6e1ee1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus collumianus,1901-01-01T00:0000-01:00,Result Product a707e13b-cf9b-4c6b-bfc8-7bd31df8d68b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus collumianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier baf59293-9a08-4df8-a287-8425bd1ac42e,2017-11-29T22:15:47.547888,Classification,FullLinkEntity,Measurement,Classification,Classification,string,baf59293-9a08-4df8-a287-8425bd1ac42e,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/baf59293-9a08-4df8-a287-8425bd1ac42e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla marmorata,1901-01-01T00:0000-01:00,Result Product 7fb69ab0-8621-41c7-94db-f136e07e7b26,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anguilla marmorata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 7fb69ab0-8621-41c7-94db-f136e07e7b26,2017-11-24T20:32:44.514815,Classification,FullLinkEntity,Measurement,Classification,Classification,string,7fb69ab0-8621-41c7-94db-f136e07e7b26,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7fb69ab0-8621-41c7-94db-f136e07e7b26,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achoerodus gouldii,1901-01-01T00:0000-01:00,Result Product 69c50d8a-fb3b-4652-956d-a080b4b851da,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Achoerodus gouldii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6d7b1112-162d-446f-9194-d41c9ccbc095,2017-11-26T03:10:56.428684,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,6d7b1112-162d-446f-9194-d41c9ccbc095,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6d7b1112-162d-446f-9194-d41c9ccbc095,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anampses melanurus,1901-01-01T00:0000-01:00,Result Product 0eec6492-b9f7-42ea-999e-426614617e8f,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anampses melanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 90799c7f-cccf-472d-bbdf-8844a3209cf0,2017-11-25T20:06:52.327030,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,90799c7f-cccf-472d-bbdf-8844a3209cf0,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/90799c7f-cccf-472d-bbdf-8844a3209cf0,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetoplatea zonura,1901-01-01T00:0000-01:00,Result Product 55ea9075-4c8f-4f46-83f8-0360f8a29499,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aetoplatea zonura Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetoplatea-zonura1,2017-11-26T00:10:26.290632,Classification,FullLinkEntity,Medium,Classification,Classification,string,aetoplatea-zonura1,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aetoplatea-zonura1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acyrtus rubiginosus,1901-01-01T00:0000-01:00,Result Product 62c74a20-c598-456d-9fe6-ccae3027827b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acyrtus rubiginosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 88d3dc8f-c993-45df-95c7-15a81418a3ce,2017-11-24T15:02:39.064116,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,88d3dc8f-c993-45df-95c7-15a81418a3ce,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/88d3dc8f-c993-45df-95c7-15a81418a3ce,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora subglabra,1901-01-01T00:0000-01:00,Result Product 2101cfb6-ebab-4e8a-a87f-da6fa3e0485e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acropora subglabra Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier bf0eb84d-8910-430e-9baf-decf7bb5569a,2017-11-24T11:24:06.438225,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,bf0eb84d-8910-430e-9baf-decf7bb5569a,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bf0eb84d-8910-430e-9baf-decf7bb5569a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
